id,primary_topic_openai,primary_subtopic_openai,confidence_openai,secondary_concepts_openai,reasoning_openai,primary_topic_claude,primary_subtopic_claude,confidence_claude,secondary_concepts_claude,reasoning_claude,models_agree,final_topic,final_subtopic,decision_method,needs_human_review,arb_primary_topic,arb_primary_subtopic,arb_primary_conf,arb_secondary_topic,arb_secondary_subtopic,arb_is_dual_modal,arb_decision,arb_conf_tier,secondary_primary_topic,secondary_primary_subtopic,is_dual_modal,confidence_tier,question,primary_survey
3866,Social,Children,0.9,"[{'topic': 'Social', 'subtopic': 'School Enrollment'}, {'topic': 'Demographic', 'subtopic': 'Age'}]","Counts school-age children (6–17) in the household who haven't graduated high school and name the respondent as guardian, so it intersects children and school enrollment status.",Social,Children,0.92,"[{'topic': 'Social', 'subtopic': 'School Enrollment'}, {'topic': 'Demographic', 'subtopic': 'Age'}]","Question counts school-age children (6-17, not yet graduated) under respondent's guardianship. Addresses children and education status.",True,Social,Children,agreement,False,,,,,,,,,,,,,Count of the total number of children in the household between the age of 6 and 17 who have not yet graduated from high school and who point to the respondent as their guardian and who are HHSTAT = 1 or 3.,Survey of Income and Program Participation (SIPP)
3867,Social,Children,0.92,"[{'topic': 'Demographic', 'subtopic': 'Age'}, {'topic': 'Social', 'subtopic': 'Household'}]",Count of young children (0–5) in the household naming the respondent as guardian; primary focus is on children and household composition by age.,Social,Children,0.95,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}, {'topic': 'Demographic', 'subtopic': 'Age'}]",Question counts young children aged 0-5 under respondent's guardianship in household. Focuses on children and household composition.,True,Social,Children,agreement,False,,,,,,,,,,,,,Count of the total number of children in the HH between the age of 0 and 5 who point to the respondent as their guardian and who are HHSTAT = 1 or 3,Survey of Income and Program Participation (SIPP)
3868,Social,Children,0.94,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}, {'topic': 'Social', 'subtopic': 'Household'}]","Requests a list of children not eligible for interview who name the person as guardian, so it concerns children, their guardian relationship, and household inclusion.",Social,Children,0.92,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}, {'topic': 'Social', 'subtopic': 'Household'}]",Question identifies children not eligible for interview who have guardianship relationship to respondent. Addresses children and household composition.,True,Social,Children,agreement,False,,,,,,,,,,,,,List of any child(ren) not eligible for an interview who points to this person as their guardian. Please sort from oldest to youngest.,Survey of Income and Program Participation (SIPP)
3869,Social,Household,0.98,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}, {'topic': 'Demographic', 'subtopic': 'Age'}]","Asks for a complete roster of people who live or stay at the address, which is directly about household composition and includes relationship and age verification.",Social,Household,0.93,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}, {'topic': 'Demographic', 'subtopic': 'Population'}]",Question establishes complete household roster including all residents and non-relatives. Fundamental household enumeration question.,True,Social,Household,agreement,False,,,,,,,,,,,,,"Now I'll make a list of all the people who live or stay here. Be sure to include: - People who stay here only some of the time, - non-relatives who live here, and - any babies or small children. Please mention someone even if you're not sure that he or she should be included. For Waves 2+, display: Now I need to make sure I have an accurate list of all the people who live or stay here. Then I will verify some basic information about the people living at this address, as well as any people you lived with at the time you were last interviewed who are not living with you now.",Survey of Income and Program Participation (SIPP)
3870,Social,Household,0.95,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","This question concerns household roster membership and changes in who is living/staying in the household, which is a household composition item; it also relates to individuals' relationships to the household.",Social,Household,0.92,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}, {'topic': 'Social', 'subtopic': 'Moving'}]","Question identifies household roster changes and membership composition, which is fundamental to household enumeration and tracking.",True,Social,Household,agreement,False,,,,,,,,,,,,,"If there is only person on the roster, then display: Press End to go to the next unanswered question. Else, display: I have listed from a year ago Read name(s). Are ^BOTHALL of these people still living or staying here? If 'NO,' use arrow keys to move to the correct person and enter the main reason for the membership change. If 'YES' or when done making corrections, press End to go to ROST_FNAME.",Survey of Income and Program Participation (SIPP)
3871,Social,Household,0.95,"[{'topic': 'Demographic', 'subtopic': 'Population'}]",Asking for first names of people living or staying here is a household roster/population identification question about household members.,Demographic,Population,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","Question collects basic identifying information (first names) for all household members, essential for population enumeration.",False,Social,Household,auto_dual_modal,False,Social,Household,0.95,Demographic,Population,True,auto_dual_modal,very_high,Demographic,Population,True,very_high,What is the first name of all of the people living or staying here?,Survey of Income and Program Participation (SIPP)
3872,Social,Household,0.9,"[{'topic': 'Demographic', 'subtopic': 'Population'}]",Collecting maiden or other names is part of the household roster and identification of household members (population).,Demographic,Population,0.93,"[{'topic': 'Social', 'subtopic': 'Household'}]",Question collects maiden or alternative names for household members to aid in identification and tracking across survey waves.,False,Demographic,Population,auto_dual_modal,False,Demographic,Population,0.93,Social,Household,True,auto_dual_modal,high,Social,Household,True,high,What is the maiden or other name of all of the people living or staying here?,Survey of Income and Program Participation (SIPP)
3873,Social,Household,0.95,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]",Determining who is speaking identifies the household respondent and relates to household respondent selection and intra-household roles.,Social,Household,0.94,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question identifies the household respondent, which is critical for survey administration and household structure documentation.",True,Social,Household,agreement,False,,,,,,,,,,,,,With whom am I speaking? (Determines the household respondent in Waves 2+.),Survey of Income and Program Participation (SIPP)
3874,Housing,Occupancy,0.9,"[{'topic': 'Social', 'subtopic': 'Household'}, {'topic': 'Demographic', 'subtopic': 'Relationship'}]",Asking whether a person usually lives here pertains to usual residence/occupancy status; it also affects household composition and relationships.,Social,Household,0.93,"[{'topic': 'Housing', 'subtopic': 'Occupancy'}]","Question determines usual residence status of household members, which affects household composition and occupancy classification.",False,Social,Household,auto_dual_modal,False,Social,Household,0.93,Housing,Occupancy,True,auto_dual_modal,high,Housing,Occupancy,True,high,Does ...usually live here?,Survey of Income and Program Participation (SIPP)
3875,Housing,Occupancy,0.9,"[{'topic': 'Social', 'subtopic': 'Household'}]",Identifying who doesn't usually live/sleep here is an occupancy/usual residence question tied to household membership.,Social,Household,0.92,"[{'topic': 'Housing', 'subtopic': 'Occupancy'}]","Question identifies household members who do not usually reside at the address, affecting household roster accuracy.",False,Social,Household,auto_dual_modal,False,Social,Household,0.92,Housing,Occupancy,True,auto_dual_modal,high,Housing,Occupancy,True,high,Who doesn't usually live and sleep here?,Survey of Income and Program Participation (SIPP)
3876,Housing,Occupancy,0.9,"[{'topic': 'Social', 'subtopic': 'Household'}]","This asks about who does not live or sleep at the dwelling most of the time, addressing occupancy and household membership.",Social,Household,0.91,"[{'topic': 'Housing', 'subtopic': 'Occupancy'}]",Question clarifies usual residence patterns for household members with non-standard living arrangements.,False,Social,Household,auto_dual_modal,False,Social,Household,0.91,Housing,Occupancy,True,auto_dual_modal,high,Housing,Occupancy,True,high,Who doesn't live or sleep here most of the time? Anyone else?,Survey of Income and Program Participation (SIPP)
3877,Housing,Occupancy,0.9,"[{'topic': 'Social', 'subtopic': 'Household'}]",Asking how many nights someone stayed here over a recent period measures frequency of residence/occupancy for household composition purposes.,Social,Household,0.89,"[{'topic': 'Housing', 'subtopic': 'Occupancy'}]",Question measures frequency of overnight stays to determine household membership status for individuals with irregular residence patterns.,False,Social,Household,pick_haiku45,False,Social,Household,0.87,,,False,pick_haiku45,medium,,,False,medium,"During a typical week over the last month or so, how many nights did ^NAME_NOTHERE stay here overnight, or was there no usual pattern?",Survey of Income and Program Participation (SIPP)
3878,Social,Household,0.9,"[{'topic': 'Housing', 'subtopic': 'Occupancy'}]",Requesting specification of an 'other' living arrangement pertains to household living arrangement classification and occupancy details.,Social,Household,0.85,"[{'topic': 'Housing', 'subtopic': 'Occupancy'}]","Question clarifies non-standard living arrangements for household members, important for accurate household composition classification.",True,Social,Household,agreement,False,,,,,,,,,,,,,What 'other' living arrangement?,Survey of Income and Program Participation (SIPP)
3879,Housing,Occupancy,0.9,"[{'topic': 'Social', 'subtopic': 'Household'}]",Asking whether a person has another place where they live and sleep most of the time addresses usual residence/occupancy and household membership.,Social,Household,0.88,"[{'topic': 'Housing', 'subtopic': 'Occupancy'}, {'topic': 'Social', 'subtopic': 'Moving'}]","Question identifies alternative residence locations for individuals with split or multiple residences, affecting household membership determination.",False,Social,Household,pick_haiku45,False,Social,Household,0.87,,,False,pick_haiku45,medium,,,False,medium,is there another place where ^NAME_NOTHERE ^LIVES_ASKURE and ^SLEEPS_ASKURE most of the time?,Survey of Income and Program Participation (SIPP)
3910,Demographic,Race,0.98,[],"The question directly asks the respondent's race, which maps to the Demographic > Race category.",Demographic,Race,0.99,[],"Direct question about racial identity, a core demographic characteristic.",True,Demographic,Race,agreement,False,,,,,,,,,,,,,What is ... race?,Survey of Income and Program Participation (SIPP)
3911,Demographic,Race,0.9,"[{'topic': 'Demographic', 'subtopic': 'Ancestry'}]","This asks for a detailed Asian group identity (a race subgroup), which fits Demographic > Race; it also relates to ancestry/detailed origin.",Demographic,Race,0.99,[],"Question asks about specific Asian racial/ethnic group identification, which is part of race classification.",True,Demographic,Race,agreement,False,,,,,,,,,,,,,Which of the following Asian groups does ... consider himself/herself to be?,Survey of Income and Program Participation (SIPP)
3912,Demographic,Race,0.9,"[{'topic': 'Demographic', 'subtopic': 'Ancestry'}]","Asking for specific Native Hawaiian or Pacific Islander group is a detailed race classification, with overlap to ancestry.",Demographic,Race,0.99,[],"Question asks about Native Hawaiian or Other Pacific Islander group identification, which is part of race classification.",True,Demographic,Race,agreement,False,,,,,,,,,,,,,Which of the following Native Hawaiian or Other Pacific Island groups does ... consider himself/herself to be?,Survey of Income and Program Participation (SIPP)
3913,Social,Language,0.95,[],"The question concerns the language used during interview administration, which maps to Social > Language.",Social,Language,0.85,"[{'topic': 'Demographic', 'subtopic': 'Ethnicity'}]","Question addresses language use in survey administration, indicating language capability and preference.",True,Social,Language,agreement,False,,,,,,,,,,,,,Has any part of this interview been conducted in a language other than English,Survey of Income and Program Participation (SIPP)
3914,Social,Language,0.98,[],"This asks whether the person speaks a non-English language at home, directly fitting Social > Language.",Social,Language,0.99,[],"Direct question about home language use, a key social characteristic related to cultural and linguistic background.",True,Social,Language,agreement,False,,,,,,,,,,,,,Does ... speak a language other than English at home?,Survey of Income and Program Participation (SIPP)
3915,Social,Language,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","The item asks which household members speak a language other than English at home, primarily Language with a Household context.",Social,Language,0.99,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question identifies household members who speak non-English languages at home, combining language and household relationship information.",True,Social,Language,agreement,False,,,,,,,,,,,,,Who speaks a language other than English at home?,Survey of Income and Program Participation (SIPP)
3916,Social,Veterans,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","The question asks whether anyone in the household ever served on active duty, which maps to Social > Veterans and relates to household composition.",Social,Veterans,0.99,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question asks about military service history of household members, a key social characteristic for veterans identification.",True,Social,Veterans,agreement,False,,,,,,,,,,,,,Did anyone in household ever serve on active duty in the U.S. Armed Forces?,Survey of Income and Program Participation (SIPP)
3917,Social,Veterans,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]",Identifying who in the household served in the Armed Forces is a Veterans item with household relationship context.,Social,Veterans,0.99,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question identifies specific household members with military service, combining veterans status with household relationships.",True,Social,Veterans,agreement,False,,,,,,,,,,,,,Who in this household served in the U.S. Armed Forces?,Survey of Income and Program Participation (SIPP)
3918,Social,Veterans,0.8,"[{'topic': 'Social', 'subtopic': 'Household'}]","The statement references adults being in the Armed Forces and household composition (OSPs), so it primarily concerns Armed Forces/Veterans with household context.",Social,Veterans,0.75,"[{'topic': 'Demographic', 'subtopic': 'Age'}, {'topic': 'Demographic', 'subtopic': 'Relationship'}]","Statement indicates household composition related to Armed Forces service and age eligibility, relevant to veterans and household structure.",True,Social,Veterans,agreement,False,,,,,,,,,,,,,All adults in the household are in the Armed Forces or the only remaining OSPs are under the age of 15.,Survey of Income and Program Participation (SIPP)
3919,Demographic,Marital Status,0.98,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","The question asks about current marital status and the identity of the spouse, mapping to Marital Status and the Relationship subtopic.",Demographic,Marital Status,0.99,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question directly asks about marital status and identifies spouse, core demographic characteristics.",True,Demographic,Marital Status,agreement,False,,,,,,,,,,,,,"Is ... currently married, widowed, divorced, separated, or have you never married? Who is ... spouse?",Survey of Income and Program Participation (SIPP)
3880,Social,Household,0.9,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Demographic', 'subtopic': 'Marital Status'}]",Question is about household composition (students away at school who are associated with the household); it also references children/students and marital status (non-married).,Demographic,Household,0.92,"[{'topic': 'Social', 'subtopic': 'School Enrollment'}, {'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question identifies household members, specifically non-married students living away at school, which relates to household composition and relationship status.",False,Demographic,Household,auto_dual_modal,False,Demographic,Household,0.92,Social,Household,True,auto_dual_modal,high,Social,Household,True,high,Is anyone a non-married student away at school who lives here?,Survey of Income and Program Participation (SIPP)
3881,Social,Household,0.95,"[{'topic': 'Social', 'subtopic': 'Moving'}]","Asks whether a listed person usually lives in the household despite being temporarily away, which pertains to usual residence/household membership and moving/migration status.",Demographic,Household,0.9,"[{'topic': 'Social', 'subtopic': 'Moving'}, {'topic': 'Social', 'subtopic': 'Medical Care'}]","Question determines usual residence and temporary absences due to travel or hospitalization, which affects household roster composition.",False,Social,Household,auto_dual_modal,False,Social,Household,0.95,Demographic,Household,True,auto_dual_modal,high,Demographic,Household,True,high,Does ... usually live here but is traveling or in the hospital?,Survey of Income and Program Participation (SIPP)
3882,Social,Household,0.95,"[{'topic': 'Social', 'subtopic': 'Moving'}]","Variation of the usual-residence question about a person temporarily away (travel/work/hospital), addressing household membership and temporary absence.",Demographic,Household,0.88,"[{'topic': 'Economic', 'subtopic': 'Commute/Commuting'}, {'topic': 'Social', 'subtopic': 'Moving'}]","Question clarifies usual residence versus temporary absences for work, vacation, or hospitalization to establish household membership.",False,Demographic,Relationship,new_concept,False,Demographic,Relationship,0.92,,,False,new_concept,medium,,,False,medium,"^DODOES ^NAME_NOTHERE usually live here but ^AREIS away traveling for work, or on vacation, or in the hospital?",Survey of Income and Program Participation (SIPP)
3883,Social,Household,0.9,[],"Broad roster follow-up asking if any household members were missed, clearly about household composition and enumeration.",Demographic,Household,0.95,"[{'topic': 'Demographic', 'subtopic': 'Population'}]",Generic roster completion question to ensure all household members are captured in the survey.,False,Demographic,Household,auto_dual_modal,False,Demographic,Household,0.95,Social,Household,True,auto_dual_modal,high,Social,Household,True,high,Did we miss anyone?,Survey of Income and Program Participation (SIPP)
3884,Social,Household,0.9,"[{'topic': 'Social', 'subtopic': 'Children'}, {'topic': 'Housing', 'subtopic': 'Occupancy'}]","Designed to probe for additional people staying or living in the housing unit (including babies, children, non-relatives), so it concerns household composition, children, and occupancy of the dwelling.",Demographic,Household,0.93,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}, {'topic': 'Demographic', 'subtopic': 'Age'}]",Question identifies potentially missed household members including children and non-relatives living or staying in the household.,False,Demographic,Household,auto_dual_modal,False,Demographic,Household,0.93,Social,Household,True,auto_dual_modal,high,Social,Household,True,high,"IF there is anyone remaining on the roster who is eligible to be interviewed, THEN display: Sometimes we miss people when it's not totally clear where they live or stay. Just to make sure, ^OTHERTHANFIL is there anyone else living or staying here now -- any babies, small children, non-relatives, or anyone else?",Survey of Income and Program Participation (SIPP)
3885,Demographic,Population,0.9,"[{'topic': 'Social', 'subtopic': 'Household'}]",Asks for the number of additional people living in the household (a population count/household enumeration question).,Demographic,Household,0.94,"[{'topic': 'Demographic', 'subtopic': 'Population'}]","Question captures total household size when roster exceeds system capacity, directly measuring household population.",False,Demographic,Household,auto_dual_modal,False,Demographic,Household,0.94,Demographic,Population,True,auto_dual_modal,high,Demographic,Population,True,high,"We've listed 20 people living in this household, which is the maximum number that can be collected on the household roster. How many additional people (not counting the 20 already listed on the household roster) live here?",Survey of Income and Program Participation (SIPP)
3886,Social,Migration,0.9,"[{'topic': 'Social', 'subtopic': 'Household'}]","Asks whether a person has another usual place of residence, which pertains to migration/multiple-residence status and household membership.",Demographic,Household,0.89,"[{'topic': 'Social', 'subtopic': 'Moving'}, {'topic': 'Housing', 'subtopic': 'Residential'}]","Question determines if person has multiple residences, affecting household membership classification and residence determination.",False,Social,Migration,pick_gpt5mini,False,Social,Migration,0.88,,,False,pick_gpt5mini,medium,,,False,medium,Does ... have some other place where he/she usually lives?,Survey of Income and Program Participation (SIPP)
3887,Social,Household,0.9,"[{'topic': 'Housing', 'subtopic': 'Occupancy'}]","Asks whether the address is where the person lives and sleeps most of the time, addressing usual residence and occupancy of the housing unit.",Demographic,Household,0.91,"[{'topic': 'Housing', 'subtopic': 'Residential'}, {'topic': 'Social', 'subtopic': 'Moving'}]","Question establishes primary residence where person usually lives and sleeps, determining household membership.",False,Demographic,Household,auto_dual_modal,False,Demographic,Household,0.91,Social,Household,True,auto_dual_modal,high,Social,Household,True,high,Is this the address where Read name(s) lives and sleeps most of the time?,Survey of Income and Program Participation (SIPP)
3888,Social,Household,0.9,"[{'topic': 'Social', 'subtopic': 'Moving'}]","Identifies household members who do not usually live/sleep at the residence, relating to household membership and usual residence/moving status.",Demographic,Household,0.9,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}, {'topic': 'Housing', 'subtopic': 'Residential'}]",Question identifies household members who should be excluded from roster because they don't usually live and sleep at the residence.,False,Social,Household,auto_dual_modal,False,Social,Household,0.9,Demographic,Household,True,auto_dual_modal,high,Demographic,Household,True,high,Who doesn't usually live and sleep here?,Survey of Income and Program Participation (SIPP)
3889,Social,Household,0.9,"[{'topic': 'Social', 'subtopic': 'Moving'}]","Similar roster follow-up asking who does not live or sleep at the residence most of the time, concerning household composition and usual residence.",Demographic,Household,0.91,"[{'topic': 'Housing', 'subtopic': 'Residential'}, {'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question identifies individuals who don't reside at the address most of the time, clarifying household membership boundaries.",False,Demographic,Household,auto_dual_modal,False,Demographic,Household,0.91,Social,Household,True,auto_dual_modal,high,Social,Household,True,high,Who doesn't live or sleep here most of the time? Anyone else?,Survey of Income and Program Participation (SIPP)
3900,Demographic,Sex,0.99,[],"The question asks the respondent's sex (male or female), which maps directly to the Sex demographic subtopic.",Demographic,Sex,0.99,[],Question directly asks about biological sex (male or female) of a person.,True,Demographic,Sex,agreement,False,,,,,,,,,,,,,^C_AREISWAS ^TEMPNAME male or female?,Survey of Income and Program Participation (SIPP)
3901,Housing,Tenure (Own/Rent),0.92,"[{'topic': 'Housing', 'subtopic': 'Homeowner'}, {'topic': 'Housing', 'subtopic': 'Occupancy'}]","The question asks who owns or rents the home and whose names are on the deed/lease, which pertains to housing tenure and ownership/occupancy.",Housing,Tenure (Own/Rent),0.95,"[{'topic': 'Housing', 'subtopic': 'Homeownership'}]","Question asks who owns or rents the home and whose names are on the deed/lease, which directly relates to housing tenure.",True,Housing,Tenure (Own/Rent),agreement,False,,,,,,,,,,,,,"Who ^OWNRENTFIL this home - that is, what names are on the ^DEEDLEASEFIL?",Survey of Income and Program Participation (SIPP)
3902,Demographic,Relationship,0.98,"[{'topic': 'Social', 'subtopic': 'Household'}]","This asks about a person's relationship to the reference person, which is the Relationship demographic subtopic and relates to household composition.",Demographic,Relationship,0.99,[],"Question explicitly asks about relationship to the reference person, a core demographic relationship variable.",True,Demographic,Relationship,agreement,False,,,,,,,,,,,,,What is ... relationship to the reference person?,Survey of Income and Program Participation (SIPP)
3903,Demographic,Age,0.99,[],"The question requests a person's date of birth, which is used to determine Age.",Demographic,Age,0.99,[],"Question asks for date of birth, which is used to determine age, a fundamental demographic variable.",True,Demographic,Age,agreement,False,,,,,,,,,,,,,What ^ISWAS ^PTEMPNAME date of birth?,Survey of Income and Program Participation (SIPP)
3904,Demographic,Age,0.95,[],"The item is comparing two ages to identify which applies, so it falls under the Age demographic subtopic.",Demographic,Age,0.98,[],"Question asks to confirm or select between two ages, directly related to age determination.",True,Demographic,Age,agreement,False,,,,,,,,,,,,,Which of the two ages is ...?,Survey of Income and Program Participation (SIPP)
3905,Demographic,Age,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","The question asks the household respondent's estimate of a person's age, primarily an Age item and relevant to household reporting.",Demographic,Age,0.99,[],"Question asks for household respondent's estimate of age, a direct age inquiry.",True,Demographic,Age,agreement,False,,,,,,,,,,,,,What is the household respondent's best estimate of ... age?,Survey of Income and Program Participation (SIPP)
3906,Demographic,Age,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","This asks the FR's (family/reference respondent) best estimate of someone's age, which is an Age question tied to household reporting.",Demographic,Age,0.99,[],"Question asks for reference person's estimate of age, a direct age inquiry.",True,Demographic,Age,agreement,False,,,,,,,,,,,,,What is the FR's best estimate of ... age?,Survey of Income and Program Participation (SIPP)
3907,Demographic,Age,0.75,"[{'topic': 'Social', 'subtopic': 'Household'}, {'topic': 'Demographic', 'subtopic': 'Relationship'}]","The display logic is based on whether persons are under age 15 (an Age condition) and refers to household roles (reference person/household respondent), linking to household/relationship concepts.",Demographic,Age,0.95,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","Logic statement determines household role based on age threshold (under 15), combining age and relationship concepts.",True,Demographic,Age,agreement,False,,,,,,,,,,,,,"If the reference person is the one who is under the age of 15 (AGE < 15 AND LNO = LNO_REF), then display 'HOUSEHOLD REFERENCE PERSON' ELSE If it is the household respondent who is under the age of 15 (AGE < 15 AND LNO = 1), then display 'HOUSEHOLD RESPONDENT'. ELSE If both the household respondent and the reference person are under the age of 15, then display 'BOTH THE HOUSEHOLD REFERENCE PERSON AND THE HOUSEHOLD RESPONDENT'.",Survey of Income and Program Participation (SIPP)
3908,Demographic,Hispanic Origin,0.99,"[{'topic': 'Demographic', 'subtopic': 'Ethnicity'}]","The question explicitly asks if the person is of Hispanic, Latino, or Spanish origin, which maps directly to the Hispanic Origin subtopic.",Demographic,Hispanic Origin,0.99,[],"Question directly asks about Hispanic, Latino, or Spanish origin, a core demographic classification.",True,Demographic,Hispanic Origin,agreement,False,,,,,,,,,,,,,"^C_AREISWAS ^TEMPNAME of Hispanic, Latino, or Spanish origin? (Such as Mexican, Mexican American, Chicano, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, or some other Hispanic, Latino, or Spanish origin.)",Survey of Income and Program Participation (SIPP)
3909,Demographic,Hispanic Origin,0.95,"[{'topic': 'Demographic', 'subtopic': 'Ethnicity'}, {'topic': 'Social', 'subtopic': 'Household'}]","This requests the specific (other) Hispanic/Latino/Spanish origin name, which is a detail under Hispanic Origin and relates to ethnicity and household respondent reporting.",Demographic,Hispanic Origin,0.98,[],"Question asks for specification of other Hispanic, Latino, or Spanish origin, a follow-up to Hispanic origin classification.",True,Demographic,Hispanic Origin,agreement,False,,,,,,,,,,,,,"What ^AREISWAS the name of ^PTEMPNAME other Hispanic, Latino, or Spanish origin?",Survey of Income and Program Participation (SIPP)
3890,Social,Household,0.9,"[{'topic': 'Housing', 'subtopic': 'Occupancy'}]","The item determines which named persons are included in the interview roster, which is a household membership/coverage question; it also relates to occupancy status of the address.",Social,Household,0.85,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question concerns household roster and interview eligibility, which relates to household composition and member identification.",True,Social,Household,agreement,False,,,,,,,,,,,,,"According to the rules of this survey, Read name(s) will be included in this interview.",Survey of Income and Program Participation (SIPP)
3891,Social,Household,0.85,[],"Asks which person can answer the remaining questions because the target does not usually live at the address, an operational household/respondent availability question.",Social,Household,0.9,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question addresses household residency status and identifies who can respond, directly relating to household composition and residence patterns.",True,Social,Household,agreement,False,,,,,,,,,,,,,"Since you do not stay or live here most of the time, who is available to answer the remaining questions?",Survey of Income and Program Participation (SIPP)
3892,Social,Household,0.8,"[{'topic': 'Housing', 'subtopic': 'Occupancy'}]","Concerns usual residence and designation of a noninterview for the address, which is about household membership/occupancy and interview status.",Social,Household,0.88,"[{'topic': 'Housing', 'subtopic': 'Residential'}]","Question concerns usual place of residence and household eligibility, relating to household composition and residential status.",True,Social,Household,agreement,False,,,,,,,,,,,,,All people listed have another residence where they usually live. They will not be included in this interview. Take one of the following actions: Enter 0 if the residence information is incorrect. Enter a 1 if no other adult maintains this address as his or her usual place of residence. This designates this address as a Type B noninterview.,Survey of Income and Program Participation (SIPP)
3893,Social,Moving,0.95,"[{'topic': 'Social', 'subtopic': 'Household'}]","Asks the month a person left the household, directly addressing a move-out/migration event and household composition change.",Social,Household,0.92,"[{'topic': 'Social', 'subtopic': 'Moving'}]","Question asks about when a person left the household, directly addressing household composition changes and residential transitions.",False,Social,Moving,auto_dual_modal,False,Social,Moving,0.95,Social,Household,True,auto_dual_modal,high,Social,Household,True,high,In what month did ... leave this household?,Survey of Income and Program Participation (SIPP)
3894,Social,Household,0.9,"[{'topic': 'Housing', 'subtopic': 'Occupancy'}]","Asks which person's usual residence record is incorrect, relating to household roster/usual residence and occupancy information.",Social,Household,0.85,"[{'topic': 'Housing', 'subtopic': 'Residential'}]","Question identifies household members with incorrect residence information, relating to household roster accuracy and residential status.",True,Social,Household,agreement,False,,,,,,,,,,,,,Whose usual residence information is incorrect?,Survey of Income and Program Participation (SIPP)
3895,Social,Household,0.9,"[{'topic': 'Housing', 'subtopic': 'Occupancy'}]","Seeks specifics about corrections to a person's residence information, an item about household membership/usual residence (occupancy) data quality.",Social,Household,0.8,"[{'topic': 'Housing', 'subtopic': 'Residential'}]","Question seeks clarification on residence information for household members, relating to household composition and residential accuracy.",True,Social,Household,agreement,False,,,,,,,,,,,,,What information about ^HISHER residence needs to be corrected...,Survey of Income and Program Participation (SIPP)
3896,Housing,Year Moved In,0.95,"[{'topic': 'Social', 'subtopic': 'Moving'}]",Asks when a person started living at the address — a move-in date question directly tied to 'year moved in' and moving history.,Social,Household,0.9,"[{'topic': 'Social', 'subtopic': 'Moving'}, {'topic': 'Housing', 'subtopic': 'Year Moved In'}]","Question asks when a person began living at current residence, directly addressing household composition timing and residential history.",False,Housing,Year Moved In,auto_dual_modal,False,Housing,Year Moved In,0.95,Social,Household,True,auto_dual_modal,high,Social,Household,True,high,When did ^YOUHEORSHE start living here?,Survey of Income and Program Participation (SIPP)
3897,Social,Household,0.85,"[{'topic': 'Social', 'subtopic': 'Moving'}, {'topic': 'Demographic', 'subtopic': 'Relationship'}]","Requests the reason someone joined the household, which concerns household composition and reasons for moving in (migration) and often relates to relationship status.",Social,Household,0.88,"[{'topic': 'Social', 'subtopic': 'Moving'}]","Question asks about reasons for joining household, relating to household composition changes and residential transitions.",True,Social,Household,agreement,False,,,,,,,,,,,,,Why did ... join the household,Survey of Income and Program Participation (SIPP)
3898,Social,Household,0.85,"[{'topic': 'Social', 'subtopic': 'Moving'}, {'topic': 'Demographic', 'subtopic': 'Relationship'}]","Asks the main reason an individual joined the household, a household composition/movement question that is also tied to relationship reasons for joining.",Social,Household,0.9,"[{'topic': 'Social', 'subtopic': 'Moving'}]","Question asks main reason for joining household, directly addressing household composition changes and reasons for residential transitions.",True,Social,Household,agreement,False,,,,,,,,,,,,,What was the main reason ^FNAME ^LNAME ^JOINFIL the household?,Survey of Income and Program Participation (SIPP)
