pair_id,survey,final_L1,final_barrier_code,final_feasibility,confidence,L1_agree_oa_an,feas_agree_oa_an,has_google,final_barrier_code_oa,final_feasibility_oa,L1_oa,final_barrier_code_an,final_feasibility_an,L1_an,final_barrier_code_go,final_feasibility_go,L1_go
CPS_0451,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0450,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0452,CPS,TC,TC.2,F3,HIGH,True,True,True,TC.2,F3,TC,TC.2,F3,TC,TC.2,F3,TC
CPS_0453,CPS,TC,TC.2,F2,HIGH,True,True,True,TC.2,F2,TC,TC.2,F2,TC,TC.2,F2,TC
CPS_0454,CPS,TC,TC.2,F2,HIGH,True,True,True,TC.2,F2,TC,TC.1,F2,TC,TC.2,F2,TC
CPS_0455,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0456,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0458,CPS,TC,TC.2,F2,HIGH,True,True,True,TC.2,F2,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0457,CPS,TC,TC.2,F3,LOW,False,False,True,CC.2,F3,CC,TC.2,F2,TC,TC.2,F3,TC
CPS_0460,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0459,CPS,TC,TC.2,F2,HIGH,True,True,True,TC.2,F2,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0463,CPS,TC,TC.2,F2,HIGH,True,True,True,TC.2,F2,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0461,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0462,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,TC.2,F3,TC
CPS_0465,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0466,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0464,CPS,TC,TC.2,F2,HIGH,True,True,True,TC.2,F2,TC,TC.2,F2,TC,TC.2,F2,TC
CPS_0468,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0469,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0467,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,TC.2,F3,TC
CPS_0472,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0471,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0470,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0473,CPS,TC,TC.2,F3,MODERATE,True,False,True,TC.2,F2,TC,TC.2,F3,TC,TC.2,F3,TC
CPS_0475,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0474,CPS,TC,TC.2,F2,HIGH,True,True,True,TC.2,F2,TC,TC.1,F2,TC,TC.1,F2,TC
CPS_0478,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0477,CPS,CC,CC.4,F1,HIGH,True,True,True,CC.4,F1,CC,CC.4,F1,CC,CC.4,F1,CC
CPS_0476,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0479,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0480,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0481,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0484,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0483,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.2,F2,CC
CPS_0482,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.1,F2,CC,CC.1,F2,CC
CPS_0485,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.2,F2,CC
CPS_0486,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0487,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0490,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0489,CPS,CC,CC.1,F3,MODERATE,True,False,True,CC.1,F3,CC,CC.1,F2,CC,CC.1,F3,CC
CPS_0491,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0492,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0493,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0494,CPS,RS,RS.2,F1,MODERATE,False,True,True,MC.2,F1,MC,RS.2,F1,RS,RS.2,F1,RS
CPS_0497,CPS,CC,CC.4,F3,HIGH,True,True,True,CC.4,F3,CC,CC.4,F3,CC,CC.2,F3,CC
CPS_0498,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0499,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.4,F3,CC,CC.2,F3,CC
CPS_0500,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.2,F2,CC
CPS_0502,CPS,CC,CC.2,F3,MODERATE,True,False,True,CC.2,F3,CC,CC.2,F2,CC,PM.2,F1,PM
CPS_0503,CPS,PM,PM.2,F1,HIGH,True,True,True,PM.2,F1,PM,PM.2,F1,PM,PM.2,F1,PM
CPS_0504,CPS,CC,CC.2,F2,MODERATE,True,False,True,CC.2,F1,CC,CC.4,F2,CC,CC.4,F2,CC
CPS_0505,CPS,PM,PM.2,F1,LOW,False,False,True,PM.2,F1,PM,CC.4,F2,CC,PM.2,F1,PM
CPS_0506,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.3,F2,CC
CPS_0507,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.2,F2,CC
CPS_0508,CPS,CC,CC.2,F2,MODERATE,False,True,True,CC.2,F2,CC,RS.2,F2,RS,CC.1,F2,CC
CPS_0509,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.2,F2,CC
CPS_0510,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.2,F3,CC
CPS_0512,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.1,F2,CC
CPS_0511,CPS,CC,CC.2,F2,MODERATE,True,False,True,CC.2,F3,CC,CC.2,F2,CC,CC.2,F2,CC
CPS_0514,CPS,CC,CC.2,F2,MODERATE,True,False,True,CC.2,F3,CC,CC.2,F2,CC,RS.2,F2,RS
CPS_0513,CPS,CC,CC.2,F2,MODERATE,False,True,True,CC.2,F2,CC,RS.2,F2,RS,CC.2,F2,CC
CPS_0515,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.2,F2,CC
CPS_0516,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.2,F2,CC
CPS_0517,CPS,CC,CC.2,F2,HIGH,True,True,True,CC.2,F2,CC,CC.2,F2,CC,CC.2,F2,CC
CPS_0518,CPS,RS,RS.1,F2,MODERATE,True,False,True,RS.1,F3,RS,RS.1,F2,RS,RS.1,F2,RS
CPS_0519,CPS,RS,RS.1,F2,MODERATE,True,False,True,RS.1,F1,RS,RS.1,F2,RS,RS.1,F2,RS
CPS_0520,CPS,RS,RS.1,F2,HIGH,True,True,True,RS.1,F2,RS,RS.1,F2,RS,RS.1,F2,RS
CPS_0521,CPS,CC,CC.2,F1,HIGH,True,True,True,CC.2,F1,CC,CC.2,F1,CC,CC.2,F1,CC
CPS_0522,CPS,CC,CC.2,F1,HIGH,True,True,True,CC.2,F1,CC,CC.2,F1,CC,CC.2,F1,CC
CPS_0523,CPS,PC,PC.1,F3,MODERATE,False,True,True,CC.1,F3,CC,PC.1,F3,PC,PC.1,F3,PC
CPS_0524,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0525,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0526,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0527,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0528,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0530,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0529,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0531,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0532,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0533,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0534,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0535,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0536,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0538,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0537,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0539,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0540,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0541,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0542,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0543,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0544,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0545,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0546,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0547,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0548,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0549,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0550,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0551,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0552,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0553,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0554,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0555,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0557,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0556,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0558,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0560,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0561,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0559,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0564,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0562,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.1,F3,CC
CPS_0563,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0566,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.2,F3,CC
CPS_0565,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.2,F3,CC
CPS_0567,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.2,F3,CC,CC.1,F3,CC
CPS_0568,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0569,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0570,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0571,CPS,CC,CC.1,F2,MODERATE,True,False,True,CC.1,F3,CC,CC.2,F2,CC,CC.2,F2,CC
CPS_0572,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0573,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0574,CPS,CC,CC.1,F3,MODERATE,True,False,True,CC.1,F3,CC,CC.2,F2,CC,CC.1,F3,CC
CPS_0575,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0576,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0577,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0578,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0579,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0580,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0581,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0582,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0583,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0584,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0585,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0586,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0588,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0587,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0589,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0590,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0591,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0592,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0593,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0594,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0595,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0596,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0597,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0598,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0600,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0599,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0602,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0601,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0603,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0605,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0606,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0604,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0608,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0609,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0607,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0610,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0612,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0611,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0613,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0615,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0614,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0616,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0617,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0618,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0619,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0621,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0620,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0624,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0622,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0623,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0626,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0627,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0625,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0629,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0630,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0628,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0631,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0632,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0633,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0634,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0635,CPS,CC,CC.2,F3,HIGH,True,True,True,CC.2,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0636,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0637,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0638,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0639,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0640,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.2,F3,CC
CPS_0641,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0642,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0643,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0644,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0645,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0647,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0646,CPS,CC,CC.1,F3,MODERATE,True,False,True,CC.1,F3,CC,CC.2,F2,CC,CC.2,F3,CC
CPS_0648,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0649,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0651,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0650,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0653,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0654,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0652,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0655,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0657,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0656,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0658,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0659,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0660,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
CPS_0661,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F2,CC
CPS_0663,CPS,CC,CC.1,F3,HIGH,True,True,True,CC.1,F3,CC,CC.1,F3,CC,CC.1,F3,CC
