question_text,char_length,word_count,num_surveys
((Do/Does) (you/your household) own any other (vehicle description)?/Did,72,8,1
"I will now ask about expenses for vehicles. Please think about all vehicle expenses paid by (you/your household), regardless of who owns the vehicle. (Do not include expenses for vehicles used entirely for business./ ) Please only report your final out-of-pocket payments.",272,42,1
What has been (your/your household's) AVERAGE MONTHLY expense for gasoline and other fuels for all vehicles?,108,16,1
Was any of this expense for diesel fuel? How much?,50,10,1
Was any of this expense for the purchase of E85? How much,57,12,1
"At what station or store did (you/you or any members of your household) last purchase (gas, diesel, or E85?/gas or diesel?/gas or E85?/gas?) In what state is (store) located?",174,29,1
Was any of the AVERAGE MONTHLY cost counted as a business expense?,66,12,1
What percentage of the AVERAGE MONTHLY COST was counted as a business expense?,78,13,1
Have (you/you or any members of your household) paid for electric vehicle charging away from home?,98,16,1
Was any of this amount counted as a business expense?,53,10,1
What percentage of (the amount/(entry in VOPELECX)) was counted as a business expense?,86,13,1
At what street intersection or location did (you/your household) charge your electric vehicle?,94,13,1
What is the name of the company that (you/your household) paid?,63,11,1
"Since the first of (reference month), have (you/you or any members of your household) paid for any -",100,18,1
"Have (you/you or any members of your household) paid for any -- Read each item on list Do not include any amounts that have been or will be reimbursed 1. Driver's licenses? 2. State or local vehicle inspection, including emissions tests? 3. Vehicle registration, or personal property taxes? 4. Auto repair service policies, such as extended warranties, not already reported? 5. Automobile service clubs, such as AAA or services such as OnStar or LoJack? 6. Towing charges? 7. Vehicle cleaning services including detailing or car washes? 8. Tire purchases or mounting? 9. Vehicle maintenance, parts, or services, including oil changes and other filter and fluid replacements? 10. Vehicle accident or damage repair, including any service by an auto mechanic? 11. Vehicle customization, including performance or exterior modifications? 12. Vehicle accessories, such as for recreation or safety? 13. Tolls or electronic toll passes? 14. Parking, such as parking garages, parking lot fees, or parking meters? Do not include expenses that are part of your property ownership or rental costs. 15. Docking or landing fees for boats and planes? 16. Propane, kerosene, and other liquid fuels for recreational vehicles, includin",1217,188,1
Did this expense include labor?,31,5,1
In what month or months did (you/you or any members of your household) pay for Description)?,92,16,1
How much did (you/you or any members of your household) pay (in (month/in each month)? Please include any sales tax with the expense.,133,23,1
What was combined with the Description) expense,47,7,1
At what street intersection or location was the vehicle parked?,63,10,2
(What is the name of the (club/towing company/business)/What is the last road you paid a toll for),98,17,1
What is the name of the company or institution that you paid?,61,12,2
"Since the first of (reference month), not including this month, have (you/you or any members of your household) paid for any - Read each item on list. Do not include any amounts that have been or will be reimbursed. 1. Taxis, limousine service, or car rides booked through an app? Do not include expenses entirely reimbursed for business purposes or expenses incurred on a trip. 2. Fees for bike, electric scooter, or moped sharing or rental? 99. None/no more entries 888. Delete a line",486,84,1
In what month or months did (you/you or any members of your household) pay for (Description)?,93,16,1
How much did (you/you or any members of your household) pay (in (month)/in each month)? Please include any sales tax with the expense.,134,23,1
"What was combined with the (Description) expense? Enter all that apply, separate with commas. Description Month Amount 1. Taxis, limousine service, or car rides booked through an app. Do not include expenses entirely reimbursed for business purposes or expenses incurred on a trip. 2. Fees for bike, electric scooter, or moped sharing or rental",344,54,1
Was the ($(amount)/amount) solely for limousine service?,56,7,1
What is the name of the (taxi company or ride service app/business (you/your CU) paid)?,87,15,1
In what state (did the ride start/was it)?,42,8,1
"Did you have any other expenses for (taxis, limousine service, or car rides booked through an app/fees for bike, electric scooter, or moped sharing or rental)?",159,26,1
"Since the first of (reference month), have (you/you or any members of your household) paid out-of-pocket for other transportation services such as bus, subway, train, or passenger ferry?",186,28,1
Who are the transportation expenses for?,40,6,1
What is (your/your household's/(name's)) usual out-ofpocket cost (for this person (these persons)/ )?,102,13,1
How many days per week usually?,31,6,1
What is the name of the transportation provider (you/your household/(name)) used?,81,11,1
(Medicare Advantage is the new name for Medicare Plus Choice plans./ ) (are/is) (you/NAME) (still enrolled/enrolled) in a Medicare Advantage plan (Part C)?,155,23,1
"(are/is) (you/NAME) (still under/under) a Medicare managed care arrangement, such as an HMO, that is, a Health Maintenance Organization? (With an HMO, you must generally receive care from HMO doctors, otherwise the expense is not covered unless you were referred by the HMO or there was a medical emergency.)",308,49,1
"Besides (your/NAME's) Medicare Part B payment, (are/is) (you/NAME) (still/ ) paying a premium for ^Yourhisher (Medicare Advantage/Medicare HMO) plan (Part C)? What is (your/NAME's) monthly premium for ^Yourhisher (Medicare Advantage/Medicare HMO) plan (Part C)?",261,34,1
Is prescription drug coverage (still included/included) in (your/NAME's) (Medicare Advantage/Medicare HMO) plan (Part C)?,121,14,1
"(are/is) (you/NAME) (still enrolled/enrolled) in Medicare Part D, also known as the Medicare Prescription Drug Plan?",116,16,1
What is (your/NAME's) monthly premium for ^Yourhisher Medicare Part D prescription drug plan?,93,13,2
(Are/Is) (you/your household) still covered by Medicaid(/state medicaid plan name)?,83,10,1
(Do/A health insurance premium is the amount you or a family member pays each month for healthcare coverage. Do) (you/you or any members of your household) (still pay/pay) a premium for your Medicaid plan?,205,34,1
What is the monthly premium for this Medicaid plan?,51,9,1
(Are/Is) (you/your household) still covered by the Children's Health Insurance Program (CHIP)(CHIP name)?,105,13,1
(Do/A health insurance premium is the amount you or a family member pays each month for healthcare coverage. Do) (you/you or any members of your household) (still pay/pay) a premium for your CHIP(CHIP name) plan?,212,35,1
What is the monthly premium for this CHIP(CHIP name) plan?,58,10,1
(Are/Is) (you/your household) still covered by the Indian Health Service (IHS)?,79,11,1
(Do/Does) (you/your household) still have your (HMO (or IPA) policy/fee for service (or PPO) policy/policy) from (insurance company name)?,138,19,1
"Since the first of (reference month), have (you/you or any members of your household) made any payments on this policy (including payroll deductions/ )?",152,24,1
"Last time, I recorded that payments are made (periodicity). Is this still correct?",82,13,2
How often are payments made (including payroll deductions/ )?,61,9,1
What is the amount currently paid (periodicity)? (Do not include deposits into an HSA or other accounts used to pay for medical expenses./ ),140,24,2
How much was paid since the first of (reference month) not including this month? (Do not include deposits into an HSA or other accounts used to pay for medical expenses./ ),172,31,1
(Do/Does) (you/your household) still have your (dental care/long-term care/prescription/vision care/other) policy from (Single service insurance company name)?,159,17,1
"Since the first of (reference month), have (you/you or any members of your household) made any payments on this policy(including payroll deductions?/? )",152,23,1
How often are payments made(including payroll deductions?/? ),61,8,1
What is the amount currently paid (periodicity)?,48,7,4
How much was paid since the first of (reference month) not including this month?,80,14,2
(Are/Is) (you/your household) still covered by ( (other military coverage description)/your other military coverage)?,117,14,1
(Are/Is) (you/your household) still covered by (VA or CHAMPVA/VA/CHAMP-VA/DK/RF)?,82,9,1
(Are/Is) (you/your household) still covered by (TRICARE Prime/TRICARE Select/TRICARE for Life/(other name)TRICARE)?,115,12,1
"Since the first of (reference month), have (you/you or any members of your household) made any payments for Tricare including payroll deductions?",145,22,1
"Last time, I recorded that payments are made (periodicity from previous quarter). Is this still correct?",104,16,1
How often are payments made including any payroll deductions?,61,9,1
"What (other kind/kind) of health insurance or health care coverage (do/does) (you/your household) have or pay for? INCLUDE those that pay for only one type of service (nursing home care, vision care, or dental care). EXCLUDE private plans that only provide extra cash while hospitalized.",287,45,1
(Are you/Is anyone in this household) covered by Medicare?,58,9,1
There is a program called Medicaid that pays for health care for persons in need. (In this state it is also called (program name). / ) (Are you/Is anyone in this household) covered by Medicaid?,193,35,1
"(Do you/Does anyone in this household) have or pay for a separate insurance plan that pays for only one type of service such as dental, vision, or long-term care?",162,29,1
Who (else is/else) enrolled in Medicare?,40,6,1
Medicare Advantage is the new name for Medicare Plus Choice plans. (Are/Is) (you/NAME) enrolled in a Medicare Advantage plan (Part C)?,134,21,1
"(Are/Is) (you/NAME) under a Medicare managed care arrangement, such as an HMO, that is, a Health Maintenance Organization? (With an HMO, you must generally receive care from HMO doctors, otherwise the expense is not covered unless you were referred by the HMO or there was a medical emergency.)",294,48,1
"Besides (your/NAME's) Medicare Part B payment, (are/is) (you/NAME) paying a premium for ^Yourhisher (Medicare Advantage/Medicare HMO) plan (Part C)?",148,19,1
What is (your/NAME's) monthly premium for ^Yourhisher (Medicare Advantage/Medicare HMO) plan (Part C)?,102,13,1
Is prescription drug coverage included in (your/NAME's) (Medicare Advantage/Medicare HMO) plan (Part C)?,104,13,1
"(Are/Is) (you/NAME) enrolled in Medicare Part D, also known as the Medicare Prescription Drug Plan?",99,15,1
Earlier I recorded that (you/your household) (are/is) covered by Medicaid(/state medicaid plan name). Is that correct?,118,16,1
How many members of your household are covered by Medicaid(/state medicaid plan name)?,86,13,1
"Was (your/your household's) Medicaid obtained through Healthcare.gov or the (Health Insurance Marketplace, such as (state name)/Health Insurance Marketplace)?",158,18,1
A health insurance premium is the amount you or a family member pays each month for healthcare coverage. Do (you/you or anyone in your household) pay a premium for your Medicaid(/state medicaid plan name) plan?,210,35,1
What is the monthly premium for this Medicaid(/state medicaid plan name) plan?,78,12,1
Earlier I recorded that (you/your household) (are/is) covered by the Children's Health Insurance Program (CHIP)(CHIP name). Is that correct?,140,19,1
How many members of your household are covered by CHIP(CHIP name)?,66,11,1
"Was (your/your household's) CHIP plan obtained through Healthcare.gov or the (Health Insurance Marketplace, such as (state name)/Health Insurance Marketplace)?",159,19,1
A health insurance premium is the amount you or a family member pays each month for healthcare coverage. Do (you/you or anyone in your household) pay a premium for CHIP(CHIP name)?,180,31,1
What is the monthly premium for CHIP(CHIP name)?,48,8,1
Earlier I recorded that (you/your household) (are/is) covered by the Indian Health Service (IHS). Is that correct?,114,17,1
How many members of your household are covered by IHS?,54,10,1
"(You mentioned that (you have/your household has) a single-service plan - that is, an insurance plan that provides one specific type of coverage.) Let's talk about your (first/next) singleservice plan. What type of service or care does your single-service plan pay for? 1. Dental care 2. Long-term care 3. Prescriptions 4. Vision care 5. Other (specify) 888. Delete the Line",375,60,1
What is the name of the insurance company for this plan?,56,11,1
How many household members are/were covered by this plan?,57,9,2
Was the plan obtained on an individual or group basis? 1. Individually obtained 2. Group through place of employment 3. Group through other organization,152,24,1
(Do/Does) (you/your household) pay ANY portion of the premiums for this plan?,77,12,2
Who pays the plan premiums?,27,5,1
Are any premiums paid through payroll deductions?,49,7,3
How often are payments made for (entry for SSNSCMP/this plan )(including payroll deductions/ )?,95,14,1
What was the total expense paid for this plan since (reference month) not including this month?,95,16,1
"(Do/Does) (you/your household) have any other single-service plans - that is, any other insurance plans that provide one specific type of coverage?",147,22,1
Let's talk about your (first/next) private health insurance plan. What is the name of the insurance company for this plan?,122,20,1
Is this a Medicare Supplemental Insurance plan?,47,7,1
"Is this plan an HMO (Health Maintenance Organization), an IPA (Individual Practice Association), a PPO (Preferred Provider Organization), or fee-for-service?",157,20,1
"With this plan, is there a special account or fund that can be used to pay for medical expenses? The accounts are sometimes referred to as Health Savings Accounts (HSAs), Health Reimbursement Accounts (HRAs), Personal Care accounts, Personal Medical funds, or Choice funds, and are different from Flexible Spending Accounts.",324,50,1
"Do (you/you or any members of your household) have a Flexible Spending Account for health expenses? These accounts are offered by some employers to allow employees to set aside pre-tax dollars of their own money for their use throughout the year to reimburse themselves for their out-of-pocket expenses for health care. With this type of account, any money remaining in the account at the end of the year, following a short grace period, is lost to the employee.",462,78,1
Was the plan obtained on an individual or group basis?,54,10,1
Was the plan obtained through (state program name) Healthcare.gov?,66,9,1
"Is this plan a platinum, gold, silver, bronze, or catastrophic plan?",68,11,1
Who pays the policy premiums?,29,5,2
How often are payments made for (entry for HINSCMP/this plan ) (including payroll deductions/ )?,96,15,1
What was the total expense paid for this plan since (reference month) not including this month? (Do not include deposits into an HSA or other accounts used to pay for medical expenses./ ),187,33,1
Is the cost of the premium subsidized based on (your/your household's) income?,78,12,1
Is the subsidy paid directly to the health insurance company?,61,10,1
Do (you/you or any members of your household) have any other private health insurance plans?,92,15,1
Earlier I recorded that (you/your household) are covered by military health care. Is that correct?,98,15,1
What (other types/types) of military health care (are/is) (you/your household) covered by?,90,12,1
How many members of your household are covered by ((entry in military other specify)/your other military coverage)?,115,17,1
How many members of your household are covered by (VA or CHAMPVA/VA/CHAMP-VA)?,79,12,1
How many members of your household are covered by TRICARE?,58,10,1
"Is your TRICARE plan - TRICARE Prime, TRICARE Select, or TRICARE for Life?",74,13,1
How often are payments made for (TRICARE Prime/TRICARE Select/ (other name)/TRICARE ) including payroll deductions?,115,15,1
What was the total expense paid for (TRICARE Prime/TRICARE Select/ (other name)/TRICARE ) since (reference month) not including this month?,139,20,1
"Since the first of (reference month), (have/has) (you/anyone in your household) made any payments for the following?",116,17,1
"(Have/Has) (you/anyone in your household) made any payments for -- Read each item on list 1. Prescription drugs 2. Medical supplies or equipment for home use, either purchased or rented 3. Eye exams, treatment, or eye surgery 4. Purchases of eyeglasses or contact lenses 5. Purchases of hearing aids 6. Dental care 7. Inpatient or outpatient care at hospitals, including scheduled procedures and emergency care 8. Services at urgent care or other medical facilities 9. Care in convalescent or nursing homes 10. Services by doctors and specialists, including general check-ups 11. Services by mental health professionals and counselors 12. Services by any other health professionals inside or outside the home 13. Lab tests or imaging, not already reported 95. Continue List 99. None/No more e; Describe the care/service/item; Was this service provided inside or outside the home?",879,137,1
(Was/Were) the (Item Description) for a member of your household or someone outside of your household?,102,16,1
In what month was(were) the payment(s) made?,44,7,1
(What was the total amount paid in (month)?/What was the total amount paid?/What is your monthly expense?) (Include any reimbursements from any consumer-driven health plans such as ...) (Please include sales tax if applicable.),227,34,1
"What (was/were) (Item Description) combined with? Enter all that apply, separate with commas Description Amount Month (MEDPDESC) (MEDPMTX) (MEDPMTMO) 1. Prescription drugs 2. Medical supplies or equipment for home use, either purchased or rented 3. Eye exams, treatment, or eye surgery 4. Purchases of eyeglasses or contact lenses 5. Purchase of hearing aids 6. Dental care 7. Inpatient or outpatient care at hospitals, including scheduled procedures and emergency care 8. Services at urgent care or other medical facilities 9. Care in convalescent or nursing homes 10. Services by doctors and specialists, including general check-ups 11. Services by mental health professionals and counselors 12. Services by any other health professionals inside or outside the home 13. Lab tests or imaging, not already reported 77. Misc. combined (unable to specify/DK)",856,128,1
What is the name of the business (that provided this service/where this was purchased/where this was purchased or rented)?,122,19,1
Did (you/you or any members of your household) make any other payments for (Item Description)?,94,15,1
Now I am going to ask about your nonhealth insurance policies. (Include policies paid by your household for someone outside your household./ ),143,23,1
Do (you/you or any members of your household) still have or make payments for the (Insurance Type Description) insurance policy from (Insurance Company)?,153,23,1
"Since the first of (reference month) not including this month, have you had any expenses for this policy?",105,18,1
"Last time, I recorded that payments are made (once a week/once every 2 weeks/twice a month/once a month/every 2 months/every 3 months/every 4 months/every 6 months/once a year). Is that still correct?",200,32,1
How often are payments made( including payroll deductions?/?),61,8,2
What is the amount currently paid(Periodicity)?/?),50,6,1
"Since the first of (reference month) not including this month, how much was paid?",81,14,1
(Do (you) have any or pay for any - /Since the first of (ref month) have (you) purchased o Read each item on list 1. Life insurance or other policies which provide benefits in case of death or disability? 2. Homeowners' insurance? 3. Renters' insurance? 4. Automobile or other vehicle insurance? 5. Other types of non-health insurance? 99. None/No more entries 888. Delete a line,379,65,1
What is the name of the insurance company for your (life or disability/homeowners'/renters'/vehicle /other type of non-health insurance) policy?,144,19,1
Which property (ies) does this policy cover?,44,7,1
(Do/Does) (you/your household) pay ANY portion of the premiums for this policy?,79,12,1
What is the amount currently paid (once a week/once every 2 weeks/twice a month/once a month/every 2 months/every 3 months/every 4 months/every 6 months/once a year)( including payroll deductions?/?),199,29,1
"Since the first of (reference month) not including this month, what was (your/your household's) total expense for this insurance policy?",136,20,1
What other type of policy is the (Insurance type) combined with?,64,11,1
Which property (ies) did this policy cover?,43,7,1
(Do ^You_Anymem have any or make payments for any other ^inbdescription policy?/Did ^you_Anymem purchase or begin paying for any other ^inbdescritpion,150,21,1
"Since the first of (reference month), not including this month, have (you/you or any members of your household) paid for any - Read each item on list. Do not include payments on student loans. They are collected in Section 22. Do not include any amounts that have been or will be reimbursed by an employer or other organization or person. 1. Education savings plans, including 529s? 2. Daycare, nursery, or preschool tuition or fees? 3. Babysitting, nanny services, or other childcare inside or outside your home? 4. Elementary through high school tuition or fees? 5. Vocational or technical program tuition or fees? 6. College or university tuition or fees? 7. Housing while attending school? 8. School meals for preschool through college, including meal plans? 9. Private school bus service? 10. Purchase or rental of any school books, supplies, or equipment, which has not already been reported? 11. Tutoring or test prep? 12. Adult day care centers? 13. In-home care for convalescing, disabled, or elderly persons, excluding medical care? 99. None/No more entries 888. Delete a line Was this for.. 1. Prepaid tuition plans? 2. Other education savings plans?",1161,188,1
In what month or months did (you/your household) pay for (Item description)?,76,12,1
How much did (you/your household) pay (each month/ )? Please include any sales tax with the expense.,100,17,1
Who were the school meals for?,30,6,1
"Since the first of (reference month) not including this month, how often did (you/your household) PAY for meals at school(?/for non-household members?/for (READ NAMES)?/for (name)?) (list of persons/ )",201,29,1
How much did (you/your household) usually pay each time?,56,9,1
"Since the first of (reference month) not including this month, how many (WEEKS/MONTHS) did these payments cover?",112,17,1
"Since the first of (reference month) not including this month, how much did (you/your household) pay in total for meals at school(?/for non-household members?/for (READ NAMES)?/for (name)?) (list of persons/ )",209,31,1
What was combined with (item description)?,42,6,1
What is the name of the (preschool or child day care center/school/school providing meals/business where this was purchased/business that provided this service)?,161,22,1
"Now I am going to ask about expenses for subscriptions, memberships, books, and entertainment. Please remember to include any payments you made online or had automatically deducted",180,27,1
Since the first of (reference month) have (you/you or any members of your household) had any membership costs or other expenses related to any of the following?,160,27,1
Since the first of (reference month) have (you/you or any members of your household) purchased any of the following items for your household or for someone outside your household?,179,29,1
"Have you purchased any - Read each item on list Report blank tapes, CDs, and DVDs in Section 6B under item code 11 1. Recreational lessons or other instructions 2. Golf courses or country clubs 3. Health clubs, fitness centers, swimming pools, weight loss centers, or other sports or recreational organizations 4. Fees for participating in sports such as golf, bowling, biking, hockey, football, or swimming 5. Vacation clubs 6. Civic, service, fraternal, or other social organizations. Do not include contributions to or membership in religious, professional, business, or other tax deductible organizations 7. Credit card membership fees 8. Shopping club memberships including",678,103,1
(What is the name of the (Description))? / ),44,9,1
Was this purchase for your household or someone outside your household?,71,11,1
In what month did you have this expense?,40,8,1
(What was the total amount of this expense?/What is (your/your household) monthly expense?) (Include shipping and handling fees./ ) Please include any sales tax in the cost,172,27,1
"What other expense is the (music files or discs/videos or discs/streaming or rented videos/apps, games, or ringtones) combined with?",132,19,1
What is the name of the (business that (provides this lesson or instruction/manages this organization or event)/credit card company/))?,135,19,1
Were the tickets purchased directly from (Description) or through a third party?,80,12,1
What is the name of the company you used to purchase the tickets?,65,13,1
In what city is (Ticket Company/this company) located?,54,8,1
Did you (purchase/pay for renting/pay for) any other (Item Description)?,72,10,1
"Now I am going to ask about trips and vacations. Since the first of (reference month) have (you/you or any members of your household) taken any trips entirely paid for by anyone outside your household, such as a business, employer, or relative?",244,42,1
"Even on trips entirely paid for by someone outside of your household there are sometimes miscellaneous expenses which are not paid for. Did (you/your household) have any expenses on (this trip/these trips) that will not be covered by a business, employer or other non-household member?",285,45,1
Did these expenses include anything for . . . . . . Food and beverages?,71,15,1
Did these expenses include anything for . . . . . . Lodging?,60,13,1
Did these expenses include anything for . . . . . . Transportation?,67,13,1
Did these expenses include . . . . . . Anything else?,53,12,1
What was the total amount of these expenses?,44,8,1
In what month did your trip to (trip place) end?,48,10,1
"Did a business, employer, or any other non-household member pay any of the costs for this trip?",95,17,1
"Since the first of (reference month), have (you/you or any members of your household) taken (any trips/any other trips) for reasons such as: * Visiting relatives or friends? * Business? * Recreational trips? * Other trips overnight or longer? * Day trips of at least 75 miles away from home? Where did (you/your household) go? In what month did this trip end? Did you take more than one trip to (trip destination) in (month trip ended)? How many times did you go to (trip destination) in (month trip ended)?",507,89,1
Were any of the expenses for (this trip/these trips) paid for by anyone outside of your household?,98,17,1
"Since the first of (reference month) , have you taken any other trips for reasons such as: * Visiting relatives or friends? * Business? * Recreational trips? * Other trips overnight or longer? * Day trips of at least 75 miles away from home?",241,44,1
How many nights did (you/you or any members of your household) spend away from home on (these trips/this trip)?,111,19,1
Was all or part of (these trips/this trip) covered by a package deal?,69,13,1
Did the package deal include . . . . . . Food and beverages?,60,14,1
Did the package deal include . . . . . . Lodging?,49,12,1
Did the package deal include . . . . . . Transportation?,56,12,1
Did the package deal include . . . . . . Anything else?,55,13,2
How much did (you/your household) pay for the package deal?,59,10,1
"Starting at the beginning of this trip, please tell me all the kinds of transportation (you/you or any members of your household) used from the time you (they) left home to the time you (they) got back home.",207,38,1
"How much did (you/you or any members of your household) spend for local transportation (taxi, etc.) (other than what the package deal covered/ )?",145,24,1
How much did (you/you or any members of your household) spend for airfare (other than what the package deal covered/ )?,119,21,1
How much did (you/you or any members of your household) spend for train fare (other than what the package deal covered/ )?,122,22,1
How much did (you/you or any members of your household) spend for bus fare (other than what the package deal covered/ )?,120,22,1
How much did (you/you or any members of your household) spend for ship fare (other than what the package deal covered/ )?,121,22,1
What is the name of the cruise line or ship travel company?,59,12,1
Was the reservation made directly with (cruise line or ship travel company) or through a third party?,101,17,1
What is the name of the company you used to make the reservation?,65,13,1
"How much did (you/you or any members of your household) spend for rented automobiles, trucks, minivans, vans, or SUVs, not including gas (you/you or any members of your household) bought (other than what the package deal covered/ )?",232,38,1
Was the reservation made directly with (rental car company) or through a third party?,85,14,1
In what city is (Reservation company) located?,46,7,1
In what state is (Reservation company) located?,47,7,1
"How much did (you/you or any members of your household) spend for rented motorcycles, not including gas (you/you or any members of your household) bought (other than what the package deal covered/ )?",199,33,1
"How much did (you/you or any members of your household) spend for rented private aircraft, not including gas (you/you or any members of your household) bought (other than what the package deal covered/ )?",204,34,1
"How much did (you/you or any members of your household) spend for rented trailers or boats, including kayaks or jet-skis, not including gas (you/you or any members of your household) bought (other than what the package deal covered/ )?",235,39,1
"How much did (you/you or any members of your household) spend for rented campers, motor homes, or RVs, not including gas (you/you or any members of your household) bought (other than what the package deal covered/ )?",216,37,1
"How much did (you/you or any members of your household) spend for other rented vehicle transportation, not including gas (you/you or any members of your household) bought (other than what the package deal covered/ )?",216,35,1
"While on the trip did (you/you or any members of your household) stop to buy any gasoline, diesel fuel, or any other fuels?",123,23,1
(How much did (you) spend for that?/What costs for gasoline or other fuels won't be reimbursed?),96,16,1
At what station or store did (you/you or any members of your household) last purchase gasoline on your trip?,108,19,1
In what city is (Gas Store) located?,36,7,1
In what state is (Gas Store) located?,37,7,1
"While on the trip, did (you/you or any members of your household) spend anything for tolls, not already reported?",113,19,1
(How much did (you/you or any members of your household) spend for tolls?/What costs for tolls won't be reimbursed?),116,19,1
"What is the last road, bridge, ferry or tunnel you paid a toll for on this trip?",80,17,1
What is the state?,18,4,1
Did (you/you or any members of your household) have any parking fees?,69,12,1
(How much were they?/What cost for parking fees won't be reimbursed?),69,11,1
"Did (you/you or any members of your household) spend anything for hotels, cottages, trailer camps, or other lodging (not counting what the package deal covered/ )? (Do not include expenses previously reported for vacation clubs.)",229,35,1
"(What was the cost, including taxes and tips?/What costs for lodging, including taxes and tips, won't be reimbursed?)",117,18,1
What is the name of the hotel or place that you stayed? In what city did you stay? In what state did you stay? In what country did you stay? Was the reservation made directly with (Hotel name) or through a third party? What is the name of the company you used to make your reservation?,285,56,1
Was the reservation made - In what city is (Hotel reservation company) located? In what state is (Hotel reservation company) located?,133,21,1
"Did (you/you or any members of your household) spend anything for meals, snacks, or drinks at restaurants, bars, or fast food places (not counting what the package deal covered/ )? (What was the cost, including taxes and tips?/What costs for these things won't be reimbursed?) Was any of the (amount/$ (entry in TRPFOODX) for alcoholic beverages?",346,56,1
"(What was the cost for alcoholic beverages, including taxes and trips?/What costs for alcoholic beverages, including taxes and tips, won't be reimbursed",152,22,1
"Did (you/you or any members of your household) spend anything for food or beverages at grocery stores, convenience stores, or liquor stores on this trip? (What were the expenses, including taxes?/What costs, including taxes, won't be reimbursed?) Was any of the (amount/$ (entry in TRPGROCX)) for alcoholic beverages? (What was the cost for alcoholic beverages, including taxes?/What costs for alcoholic beverages, including taxes, won't be reimbursed?)",453,66,1
"Did (you/you or any members of your household) pay any fees to play sports, exercise, or rent any sports equipment (not counting what the package deal covered/ )?",162,28,1
(How much did (you/you or any member of your CU) pay?/What costs for playing sports or renting sports equipment won't be reimbursed?),133,22,1
Did (you/you or any members of your household) spend anything on this trip for entertainment or admissions (not counting what the package deal covered/ )?,154,25,1
(How much did (you/you or any member of your CU) spend?/What costs for entertainment and admissions won't be reimbursed?),121,19,1
Does this ($ (entry in TCOMBEST) ) include anything for . . . . . . Food?,73,17,1
Does this ($ (entry in TCOMBEST) ) include anything for . . . . . . Lodging,75,17,1
Does this ($ (entry in TCOMBEST) ) include anything for . . . . . .Transportation?,82,16,1
Does this ($ (entry in TCOMBEST) ) include anything for . . . . . . Other expenses?,83,18,1
Does this ($ (entry in TCOMBEST) ) include . . . . . . Any expenses for others?,79,18,1
(You've told me about many expenses (you/you or your CU) had on this trip. Were any of these expenses,101,19,1
(How much of the total expenses for this trip were for persons outside your CU?/How much of the total,101,19,1
"Sometimes people in a household don't take a trip themselves, but pay for part or all of a trip that someone else takes. Since the first of (reference month), have (you/you or any members of your household) paid for part or all of such a trip for any non-household members?",273,50,1
Did these expenses include anything for... . . . Food and beverages?,68,12,1
Did these expenses include anything for... . . . Lodging?,57,10,1
Did these expenses include anything for... . . . Transportation?,64,10,1
Did these expenses include ... . . . Anything else?,51,10,1
What was the total amount that (you/your household) paid for those trips?,73,12,1
"Sometimes people stay overnight in a local hotel or motel during holidays, family getaways, moves, or home repair. Since the first of (reference month), have (you/you or any members of your household) stayed overnight in a local hotel or motel?",244,40,1
How many nights did (you/you or any members of your household) spend away from home on this stay?,97,18,1
Sometimes when people stay away from home overnight they have some sort of package deal that covers some or all of the costs. Was all or part of this stay covered by anything like that?,185,35,1
Did the package deal include anything for. . . . . . Food and beverages?,72,15,1
Did the package deal include anything for. . . . . .Lodging?,60,12,1
Did the package deal include anything for. . . . . . Entertainment?,67,13,1
How much did (you/you or any members of your household) pay for the package deal?,81,15,1
"Did (you/you or any members of your household) spend anything for hotels, motels, cottages, trailer camps, or other lodging (not counting what the package deal covered/ )?",171,27,1
"What was the cost, including taxes and tips?",44,8,2
What is the name of the hotel or place that you stayed? In what city did you stay? In what state did you stay? Was the reservation made directly with (Hotel name) or through a third party?,188,37,1
In what city is (Reservation company name/the company) located?,63,9,1
In what state is (Reservation company name/the company) located?,64,9,1
"Did (you/you or any members of your household) spend anything for meals, snacks, or drinks at restaurants, bars, or fast food places (not counting what the package deal covered/ )? What was the cost, including taxes and tips? Was any of the (amount/(entry in LOCMEALX)) for alcoholic beverages? What was the cost for alcoholic beverages, including taxes and tips?",363,59,1
"Did (you/you or any members of your household) spend anything for food or beverages at grocery stores, convenience stores, or liquor stores?",140,22,1
"What were the expenses, including taxes?",40,6,1
Was any of the (amount/ entry in LOCGROCX) for alcoholic beverages?,67,11,1
"What was the cost for alcoholic beverages, including taxes?",59,9,1
Did (you/you or any members of your household) spend anything on this stay for entertainment or admissions (not counting what the package deal covered/ )?,154,25,1
How much did (you/you or any members of your household) pay?,60,11,1
"Are there combined expenses for food/beverages, lodging, transportation, or other things?",89,11,1
Does this include anything for. . . . . . Food and beverages?,61,13,1
Does this include anything for . . . . . Lodging?,49,11,1
Does this include anything for . . . . . Entertainment?,55,11,1
Does this include any . . . . . . Other expenses?,49,12,1
Did (you/you or any members of your household) have any other stays at local hotels or motels?,94,17,1
"Since the first of (reference month), have (you/you or any members of your household) had expenses for any of the following items, either for members of your household or for someone outside your household? What kind of service was this? Was this for (you/your household) or for someone outside your household? When did you purchase (this/this service)? How much did it cost? Please include any sales tax with the cost, as well as any shipping and handling charges with the cost of any item that was shipped.",508,87,1
What (is/other clothing services is) (men's suit or tuxedo/watch/jewelry/(description)) combined with? What is the name of the business where you had this expense? In what city is (Store Description) located? Did you have any other expenses for (Item Description)?,264,39,1
