question_id,question_text,survey,is_multilevel,question_length
3150,"As of TODAY -- What is the total value of all checking, savings, money market accounts, and certificates of deposit or CDs (you/your household) (have/has)?",Consumer Expenditure Survey (CE),False,155.0
3151,"Could you tell me which range on CARD F best reflects the total value of checking, savings, money market accounts, and certificates of deposit or CDs? 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over",Consumer Expenditure Survey (CE),False,249.0
3152,"What was the total value of all checking, savings, money market accounts, and certificates of deposit or CDs ONE YEAR AGO TODAY?",Consumer Expenditure Survey (CE),False,128.0
3153,"Could you tell me which range on CARD F best reflects the total value of all checking, savings, money market accounts, and certificates of deposit or CDs ONE YEAR AGO TODAY? 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over",Consumer Expenditure Survey (CE),False,272.0
3154,"Did (you/you or any members of your household) have any checking, savings, money market accounts, or certificates of deposit or CDs ONE YEAR AGO TODAY?",Consumer Expenditure Survey (CE),False,151.0
3155,(Do/Does) (you/your household) own any whole life insurance or other life insurance policies that can be surrendered for cash or borrowed against prior to the death of the person insured? Also include universal life and variable life insurance Do NOT include term life insurance or other policies that only have a benefit upon death or disabilit,Consumer Expenditure Survey (CE),False,345.0
3156,"As of TODAY -- What is the total surrender value of these policies? Surrender value is also known as the cash value Enter the amount that can be borrowed or withdrawn prior to death, NOT the benefit upon death of the insured",Consumer Expenditure Survey (CE),False,224.0
3157,"Could you tell me which range on CARD G best reflects the total surrender value of these policies? Surrender value is also known as the cash value Enter the amount that can be borrowed or withdrawn prior to death, NOT the benefit upon death of the insured",Consumer Expenditure Survey (CE),False,255.0
3158,"What was the total surrender value of these policies ONE YEAR AGO TODAY? Surrender value is also known as the cash value Enter the amount that can be borrowed or withdrawn prior to death, NOT the benefit upon death of the insured",Consumer Expenditure Survey (CE),False,229.0
3159,"Could you tell me which range on CARD G best reflects the total surrender value of these policies ONE YEAR AGO TODAY? Surrender value is also known as the cash value Enter the amount that can be borrowed or withdrawn prior to death, NOT the benefit upon death of the insured 1. $1-$4,999 2. $5,000-$9,999 3. $10,000-$19,999 4. $20,000-$39,999 5. $40,000-$79,999 6. $80,000 and over",Consumer Expenditure Survey (CE),False,381.0
3160,Did (you/your household) own any whole life insurance or other life insurance policies that can be surrendered for cash or borrowed against prior to the death of the person insured ONE YEAR AGO TODAY? Also include universal life and variable life insurance Do NOT include term life insurance or other policies that only have a benefit upon death or disability,Consumer Expenditure Survey (CE),False,359.0
3161,"(Do/Does) (you/your household) have any other financial assets, such as annuities, trusts, and royalties? As of TODAY -- What is the total value of these other financial assets?",Consumer Expenditure Survey (CE),False,177.0
3162,"Could you tell me which range on CARD D best reflects the total value of these other financial assets? 1. $1-$9,999 2. $10,000-$39,999 3. $40,000-$99,999 4. $100,000-$199,999 5. $200,000-$449,999 6. $450,000 and over What was the total value of these other financial assets ONE YEAR AGO TODAY?",Consumer Expenditure Survey (CE),False,293.0
3163,"Could you tell me which range on CARD D best reflects the total value of these other financial assets ONE YEAR AGO TODAY? 1. $1-$9,999 2. $10,000-$39,999 3. $40,000-$99,999 4. $100,000-$199,999 5. $200,000-$449,999 6. $450,000 and over",Consumer Expenditure Survey (CE),False,235.0
3164,"Did (you/your household) have any other financial assets, such as annuities, trusts, and royalties ONE YEAR AGO TODAY?",Consumer Expenditure Survey (CE),False,118.0
3165,(Do/Does) (you/your household) have any credit cards including store cards and gas cards? What is the total amount owed on all cards as of TODAY?,Consumer Expenditure Survey (CE),False,145.0
3166,"Could you tell me which range on CARD F best reflects the total amount owed on all credit cards including store cards and gas cards? 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over What was the total amount owed on all cards ONE YEAR AGO TODAY?",Consumer Expenditure Survey (CE),False,295.0
3167,"Could you tell me which range on CARD F best reflects the total amount owed on all credit cards including store cards and gas cards ONE YEAR AGO TODAY? 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over",Consumer Expenditure Survey (CE),False,250.0
3168,Did (you/your household) have any credit cards including store cards and gas cards ONE YEAR AGO TODAY?,Consumer Expenditure Survey (CE),False,102.0
3169,"What was the total amount paid in finance, late charges, and interest for all cards in (last month)?",Consumer Expenditure Survey (CE),False,100.0
3170,As of TODAY -- (Do/Does) (you/your household) have any student loans?,Consumer Expenditure Survey (CE),False,69.0
3171,What is the total amount owed on all student loans?,Consumer Expenditure Survey (CE),False,51.0
3172,"Could you tell me which range on CARD G best reflects the total amount owed on all student loans? 1. $1-$4,999 2. $5,000-$9,999 3. $10,000-$19,999 4. $20,000-$39,999 5. $40,000-$79,999 6. $80,000 and over",Consumer Expenditure Survey (CE),False,204.0
3173,What was the total amount owed on all student loans ONE YEAR AGO TODAY?,Consumer Expenditure Survey (CE),False,71.0
3174,"Could you tell me which range on CARD G best reflects the total amount owed on all student loans ONE YEAR AGO TODAY? 1. $1-$4,999 2. $5,000-$9,999 3. $10,000-$19,999 4. $20,000-$39,999 5. $40,000-$79,999 6. $80,000 and over",Consumer Expenditure Survey (CE),False,223.0
3175,Did (you/your household) have any student loans ONE YEAR AGO TODAY?,Consumer Expenditure Survey (CE),False,67.0
3176,"What was the total amount paid in finance, late charges, and interest for all student loans in (last month)?",Consumer Expenditure Survey (CE),False,108.0
3177,As of TODAY -- (Do/Does) (you/your household) have any other debt such as medical loans or personal loans?,Consumer Expenditure Survey (CE),False,106.0
3178,"What is the total amount owed on all other loans? Do not include mortgages, home equity loans, or vehicle loans",Consumer Expenditure Survey (CE),False,111.0
3179,"Could you tell me which range on CARD F best reflects the total amount owed on all other loans? Do not include mortgages, home equity loans, or vehicle loans 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over",Consumer Expenditure Survey (CE),False,256.0
3180,"What was the total amount owed on all other loans ONE YEAR AGO TODAY? Do not include mortgages, home equity loans, or vehicle loans",Consumer Expenditure Survey (CE),False,131.0
3181,"Could you tell me which range on CARD F best reflects the total amount owed on all other loans ONE YEAR AGO TODAY? Do not include mortgages, home equity loans, or vehicle loans 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and ove",Consumer Expenditure Survey (CE),False,274.0
3182,"Did (you/your household) have any other debt such as medical loans or personal loans ONE YEAR AGO TODAY? Do not include mortgages, home equity loans, or vehicle loans",Consumer Expenditure Survey (CE),False,166.0
3183,"What was the total amount paid in finance, late charges, and interest for all other loans in (last month)? Do not include mortgages, home equity loans, or vehicle loans",Consumer Expenditure Survey (CE),False,168.0
3184,How burdensome was this survey to you? Would you say: 1. Not at all burdensome? 2. A little burdensome? 3. Somewhat burdensome? 4. Very burdensome? 5. Extremely burdensome?,Consumer Expenditure Survey (CE),False,172.0
3185,How difficult was it for you to answer the questions in this survey? 1. Not at all difficult 2. A little difficult 3. Somewhat difficult 4. Very difficult 5. Extremely difficult,Consumer Expenditure Survey (CE),False,177.0
3186,How sensitive did you feel the questions I asked today were? 1. Not at all sensitive 2. A little sensitive 3. Somewhat sensitive 4. Very sensitive 5. Extremely sensitive,Consumer Expenditure Survey (CE),False,169.0
3187,"In thinking about the length of today's survey, would you say that it was... 1. Very short? 2. Somewhat short? 3. Neither short nor long? 4. Somewhat long? 5. Very long?",Consumer Expenditure Survey (CE),False,169.0
3188,Are there any Don't Know items that you need to callback for?,Consumer Expenditure Survey (CE),False,61.0
3189,I'd like to schedule a DATE to complete the (missing items/interview). What DATE AND TIME would be best to visit you again?,Consumer Expenditure Survey (CE),False,123.0
3190,Today is (current date). I would like to return during the first week of (month) to conduct your next interview. What day and time works best with your schedule?,Consumer Expenditure Survey (CE),False,161.0
3191,"In case I need to contact you about this appointment, is there (a / a secondary) phone number and/or e-mail where I can reach you?",Consumer Expenditure Survey (CE),False,130.0
3192,"Is this a home, work, or cell number? 1. Home 2. Work 3. Cell",Consumer Expenditure Survey (CE),False,61.0
3193,"How did you collect the data for this (first/second/third/fourth) interview for this household? 1. Personal visit for all sections 2. Personal visit for all sections, but telephone followup for some questions 3. Personal visit for more than half of the sections, the rest by telephone 4. Equally split between personal visit and telephone 5. Telephone for more than half of the sections, the rest by personal visit 6. Telephone for all sections",Consumer Expenditure Survey (CE),False,444.0
3194,Were you able to conduct the interview in a single (visit/call)?,Consumer Expenditure Survey (CE),False,64.0
3195,"What was the main reason for collecting data by telephone? 1. Barriers to reaching the sample unit (i.e., doorman, security, dog). 2. Collecting data from additional respondent(s) in household 3. Excessive distance or travel time to sample unit. 4. Respondent called FR to do interview. 5. Respondent only available by telephone (scheduling issues). 6. Respondent refused personal visit. 7. Respondent requested telephone interview. 8. Other (Specify).",Consumer Expenditure Survey (CE),False,452.0
3196,How did you collect MOST of the data for this case? (Include follow-ups),Consumer Expenditure Survey (CE),False,72.0
3197,What was the TOTAL time (in minutes) you spent this month to complete this interview for: Traveling to and from the sample unit? Exclude travel from another sample unit.,Consumer Expenditure Survey (CE),False,169.0
3198,What was the TOTAL time (in minutes) you spent this month to complete this interview for: Interviewing the respondent?,Consumer Expenditure Survey (CE),False,118.0
3199,"What was the TOTAL time (in minutes) you spent this month to complete this interview for: All other activities, such as non_x0002_interview contact attempts, finding phone numbers, or closing the case?",Consumer Expenditure Survey (CE),False,201.0
3200,Was this a converted refusal?,Consumer Expenditure Survey (CE),False,29.0
3201,Enter the line number of the MAIN respondent.,Consumer Expenditure Survey (CE),False,45.0
3202,Enter the line number of ALL OTHER respondents.,Consumer Expenditure Survey (CE),False,47.0
3203,"In this interview, how often did the respondent consult records? 1. Always or almost always 2. Most of the time 3. Occasionally or used at least one record 4. Never, no records used",Consumer Expenditure Survey (CE),False,181.0
3204,"What types of bills, receipts, or records did the respondent(s) use to answer expenditure questions? Enter all that apply, separate with commas. 1. Bills 2. Checkbook ledger or check stubs 3. Personal finance or budgeting software records 4. Receipts or e-mail receipts 5. Home file (provided by Census Bureau) 6. Contracts or agreements 7. Credit card, bank, or online bill-paying statements 8. Pay stub 9. Other- specify",Consumer Expenditure Survey (CE),False,422.0
3205,"Which of these sections did the respondent(s) use bills, receipts, or other resources to answer expenditure questions? Enter all that apply, separate with commas. 1. Section 1 - General Housing Characteristics 2. Section 2 - Rented Living Quarters 3. Section 3 - Owned Living Quarters & Other Owned Real Estate 4. Section 4 - Utilities and Fuels 5. Section 5 - Home Improvement, Repairs, and Home Services 6. Section 6 - Appliances, Household Equipment, and Other Selected Items 7. Section 7 - Household Item Repairs, Service Contracts, and Extended Warranties 8. Section 8 - Home Furnishings and Related Household Items 9. Section 9 - Rented and Leased Vehicles 10. Section 10 - Owned Vehicles 11. Section 11 - Transportation 12. Section 12 - Health Insurance 13. Section 13 - Medical and Health Expenses 14. Section 14 - Insurance Other than Health 15. Section 15 - Family Care and Education 16. Section 16 - Subscriptions, Memberships, Books, and Entertainment Expenses 17. Section 17 - Trips and Vacations 18. Section 18 - Clothing and Clothing Services 19. Section 19 - Miscellaneous Expenses 20. Section 20 - Expense Patterns for Selected Services and Goods 21. Section 21 - Work Experience and Income 22. Section 22 - Assets and Liabilities",Consumer Expenditure Survey (CE),False,1247.0
3206,Did you give the respondent a Home File this quarter?,Consumer Expenditure Survey (CE),False,53.0
3207,"In the interview, how often did the respondent consult the information booklet?",Consumer Expenditure Survey (CE),False,79.0
3208,In what language was the interview conducted? 1. English 2. Spanish 3. Other - specify,Consumer Expenditure Survey (CE),False,86.0
3209,Would a Sunday interview be acceptable?,Consumer Expenditure Survey (CE),False,39.0
3210,Describe this contact attempt. 1. Personal visit 2. Telephone (outgoing) 3. Telephone (incoming) 4. Not attempting contact 6. Text or Email,Consumer Expenditure Survey (CE),False,139.0
3211,Are you entering the Contact History Instrument at the time of a contact attempt?,Consumer Expenditure Survey (CE),False,81.0
3212,Enter the date of the contact attempt in MM/DD/YYYY format,Consumer Expenditure Survey (CE),False,58.0
3213,Enter the time of the contact attempt in HH:MM am/pm format,Consumer Expenditure Survey (CE),False,59.0
3214,"NOT ATTEMPTING CONTACT What were you doing? Enter all that apply, separate with commas. 1. Reviewing or changing case information 2. Readying case for transmission 3. Locating activities (canvassing, management or government office, FastData, LiMA, etc.) 4. Verification of Type B/C 5. Opened case/ CHI by mistake 99. Other - specify",Consumer Expenditure Survey (CE),False,333.0
3215,OTHER NOT ATTEMPTING CONTACT Specify other activites you were doing,Consumer Expenditure Survey (CE),False,67.0
3216,Select the category that best describes this attempt. 1. Contact with sample unit member 2. Contact with NON-SAMPLE unit member 3. Noncontac,Consumer Expenditure Survey (CE),False,140.0
3217,"Select the category that best describes this contact attempt. 1. Completed Case (Interview, Sufficient Partial, Type A/B/C/D, Vacant Interview, Temp Occupied Interview) - Ready to Transmit 2. Partial interview - follow-up required 3. Unable to conduct interview",Consumer Expenditure Survey (CE),False,261.0
3218,"PARTIAL INTERVIEW OR UNABLE TO CONDUCT INTERVIEW Select the categories that describe why you were not able to conduct or complete the interview during this contact attempt. Enter all that apply, separate with commas. 1. Eligible person not available 2. Inconvenient time 3. Respondent is reluctant 4. Language problem - specify 5. Health problem 6. Successful paper questionnaire placement / pick-up 99. Other - specify",Consumer Expenditure Survey (CE),False,419.0
3219,OTHER SPECIFY - PARTIAL INTERVIEW OR UNABLE TO CONDUCT INTERVIEW Specify the reason for not completing the interview during this contact attempt.,Consumer Expenditure Survey (CE),False,145.0
3220,"Select the categories that descrige this language situation. Enter all that apply, separate with commas. 1. Specify language or dialect 2. No household member able to translate 3. Contact RO/FS about language problem 4. Unable to find translator 5. No time left to find translator",Consumer Expenditure Survey (CE),False,280.0
3221,Specify language or dialect. 11. Spanish 12. Arabic 13. Chinese 14. French 15. German 16. Greek 17. Italian 18. Japanese 19. Korean 20. Polish 21. Portuguese 22. Russian 23. Tagalog 24. Urdu 25. Vietnamese 97. Other problem - hard of hearing 98. Unkno,Consumer Expenditure Survey (CE),False,251.0
3222,TEXT MESSAGE OR EMAIL Select the type of Text or Email message: 1. Outgoing text 2. Outgoing email 3. Incoming text 4. Incoming emai,Consumer Expenditure Survey (CE),False,132.0
3223,"What was the purpose of the Outgoing Text / EMail message? Enter all that apply, separate with commas",Consumer Expenditure Survey (CE),False,101.0
3224,Specify the purpose of the Outgoing Text / Email message,Consumer Expenditure Survey (CE),False,56.0
3225,INCOMING TEXT MESSAGE OR EMAIL What was the purpose of the Incoming Text / Email message?,Consumer Expenditure Survey (CE),False,89.0
3226,Specify the purpose of the Incoming Text / Email message.,Consumer Expenditure Survey (CE),False,57.0
3227,Who sent the Text or Email message? 1. Sample unit member / Respondent 2. Non-Sample unit member / Proxy,Consumer Expenditure Survey (CE),False,104.0
3228,"Select the categories that describe respondent concerns, behaviors, or reluctance during this contact attempt. Enter all that apply, separate with commas. 1. Not interested 2. Too busy 3. Interview takes too much time 4. Scheduling difficulties 5. Survey is voluntary 6. Privacy concerns 7. Local / State / Federal government concerns 8. Asks questions about the survey 9. Hang-up / slams door on Fr 10. Hostile or threatens FR 11. Family issues (death, illness, block participation in survey) 12. Gave that information last time 13. Asked too many personal questions last time 14. Too many interviews 15. Intends to quit survey 98. No concerns 99. Other - specify",Consumer Expenditure Survey (CE),False,664.0
3229,"Select the categories that describe this telephone contact/noncontact. Enter all that apply, separate with commas. 1. Got answering machine/voicemail 2. Ring, no answer 3. Busy Signal 4. Disconnected 5. Wrong number 6. Spoke with ineligible person 7. Respondent left message (voicemail, text message, etc.) 99. Other - specify",Consumer Expenditure Survey (CE),False,326.0
3230,"Select the categories that describe this personal visit contact/noncontact. Enter all that apply, separate with commas. 1. No one home / No eligible person home 2. No one home - pervious note / letter taken 3. Household does not answer door - - evidence someone is home 4. Observe HH from vehicle 5. Unable to reach / locked gate / buzzer entry 6. Address does not exist / unable to locate 7. On vacation, away from home / at second home 8. Spoke with neighbor 9. Building management / doorman contact 10. Completed case (Type B/C, Vacant interview, or Temporarily Occupied Interview) 99. Other - specify",Consumer Expenditure Survey (CE),False,604.0
3231,"Select the categories that describe the strategies used on this contact attempt. Enter all that apply, separate with commas. 1. Advance letter given 2. Scheduled appointment 3. Left note / appointment card 4. Left promotional packet / informational brochure 5. Called household 6. Left message on answering machine/voicemail 7. Waited for respondent 8. Checked with neighbors 9. Contacted other family members 10. Contacted property manager doorman 11. Offered incentive 98. No Strategies 99. Other - specify",Consumer Expenditure Survey (CE),False,508.0
3232,What are your usual activities or duties at this job?,American Community Survey (ACS),False,53.0
3233,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hourly, weekly, annually, or on some other basis?",American Community Survey (ACS),False,166.0
3234,"Do you usually receive overtime pay, tips, or commissions [at your main job]?",American Community Survey (ACS),False,77.0
3235,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",American Community Survey (ACS),False,101.0
3236,What is your hourly rate of pay on [this/ your main] job?,American Community Survey (ACS),False,57.0
3237,What is your best estimate of your hourly rate of pay?,American Community Survey (ACS),False,54.0
3238,How many hours do you usually work per week at this rate?,American Community Survey (ACS),False,57.0
3239,"How much do you usually receive JUST in overtime pay, tips or commissions, before taxes or other deductions?",American Community Survey (ACS),False,108.0
3240,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes or other deductions?",American Community Survey (ACS),False,141.0
3241,What is your best estimate of the number of hours per week you usually work at this rate?,American Community Survey (ACS),False,89.0
3242,"Are you enrolled in a high school, college, or university?",American Community Survey (ACS),False,58.0
3243,"Would that be high school, college, or university?",American Community Survey (ACS),False,50.0
3244,Are you enrolled in school as a full-time or part-time student?,American Community Survey (ACS),False,63.0
3245,Is there any reason the information from this interview should NOT be used?,American Community Survey (ACS),False,75.0
3246,Why do you think the data should not be used?,American Community Survey (ACS),False,45.0
3247,Please print the name and telephone number of the person who is filling out this form.,American Community Survey (ACS),False,86.0
3248,How many people are living or staying at this address?,American Community Survey (ACS),False,54.0
3249,Please print today’s date.,American Community Survey (ACS),False,26.0
3250,What is Person 1’s name? How is this person related to Person 1?,American Community Survey (ACS),False,64.0
3251,What is Person 1’s sex?,American Community Survey (ACS),False,23.0
3252,What is Person 1’s age and what is Person 1’s date of birth?,American Community Survey (ACS),False,60.0
3253,"Is Person 1 of Hispanic, Latino, or Spanish origin?",American Community Survey (ACS),False,51.0
3254,What is Person 1’s race?,American Community Survey (ACS),False,24.0
3255,What is Person 2’s name? How is this person related to Person 1?,American Community Survey (ACS),False,64.0
3256,What is Person 2’s sex?,American Community Survey (ACS),False,23.0
3257,What is Person 2’s age and what is Person 2’s date of birth?,American Community Survey (ACS),False,60.0
3258,"Is Person 2 of Hispanic, Latino, or Spanish origin?",American Community Survey (ACS),False,51.0
3259,What is Person 2’s race?,American Community Survey (ACS),False,24.0
3260,What is Person 3’s name? How is this person related to Person 1?,American Community Survey (ACS),False,64.0
3261,What is Person 3’s sex?,American Community Survey (ACS),False,23.0
3262,What is Person 3’s age and what is Person 3’s date of birth?,American Community Survey (ACS),False,60.0
3263,"Is Person 3 of Hispanic, Latino, or Spanish origin?",American Community Survey (ACS),False,51.0
3264,What is Person 3’s race?,American Community Survey (ACS),False,24.0
2190,Which best describes this building?,American Community Survey (ACS),False,35.0
3265,About when was this building first built?,American Community Survey (ACS),False,41.0
3266,"When did PERSON 1 (listed on page 2) move into this house, apartment, or mobile home?",American Community Survey (ACS),False,85.0
3267,How many acres is this house or mobile home on?,American Community Survey (ACS),False,47.0
3268,"IN THE PAST 12 MONTHS, what were the actual sales of all agricultural products from this property?",American Community Survey (ACS),False,98.0
3269,"How many separate rooms are in this house, apartment, or mobile home? How many of these rooms are bedrooms?",American Community Survey (ACS),False,107.0
3270,"Does this house, apartment, or mobile home have – Yes No a. hot and cold running water? b. a bathtub or shower? c. a sink with a faucet? d. a stove or range? e. a refrigerator?",American Community Survey (ACS),True,176.0
3271,"Can you or any member of this household both make and receive phone calls when at this house, apartment, or mobile home?",American Community Survey (ACS),False,120.0
3272,"At this house, apartment, or mobile home – do you or any member of this household own or use any of the following types of computers?",American Community Survey (ACS),False,133.0
3273,"At this house, apartment, or mobile home – do you or any member of this household have access to the Internet?",American Community Survey (ACS),False,110.0
3274,"Do you or any member of this household have access to the Internet using a – Yes No a. cellular data plan for a smartphone or other mobile device? b. broadband (high speed) Internet service such as cable, fiber optic, or DSL service installed in this household? c. satellite Internet service installed in this household? d. dial-up Internet service installed in this household? e. some other service?",American Community Survey (ACS),True,400.0
3275,"How many automobiles, vans, and trucks of one-ton capacity or less are kept at home for use by members of this household?",American Community Survey (ACS),False,121.0
3276,"Which FUEL is used MOST for heating this house, apartment, or mobile home?",American Community Survey (ACS),False,74.0
3277,"LAST MONTH, what was the cost of electricity for this house, apartment, or mobile home?",American Community Survey (ACS),False,87.0
3278,". LAST MONTH, what was the cost of gas for this house, apartment, or mobile home?",American Community Survey (ACS),False,81.0
3279,"IN THE PAST 12 MONTHS, what was the cost of water and sewer for this house, apartment, or mobile home?",American Community Survey (ACS),False,102.0
3280,". IN THE PAST 12 MONTHS, what was the cost of oil, coal, kerosene, wood, etc., for this house, apartment, or mobile home?",American Community Survey (ACS),False,121.0
3281,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",American Community Survey (ACS),False,164.0
3282,"Is this house, apartment, or mobile home part of a condominium?",American Community Survey (ACS),False,63.0
3283,"Is this house, apartment, or mobile home – Mark (X) ONE box. Owned by you or someone in this household with a mortgage or loan? Include home equity loans. Owned by you or someone in this household free and clear (without a mortgage or loan)? Rented? Occupied without payment of rent?",American Community Survey (ACS),False,283.0
3284,"What is the monthly rent for this house, apartment, or mobile home?",American Community Survey (ACS),False,67.0
3285,Does the monthly rent include any meals?,American Community Survey (ACS),False,40.0
3286,"About how much do you think this house and lot, apartment, or mobile home (and lot, if owned) would sell for if it were for sale?",American Community Survey (ACS),False,129.0
3287,What are the annual real estate taxes on THIS property?,American Community Survey (ACS),False,55.0
3288,"What is the annual payment for fire, hazard, and flood insurance on THIS property?",American Community Survey (ACS),False,82.0
3289,"Do you or any member of this household have a mortgage, deed of trust, contract to purchase, or similar debt on THIS property?",American Community Survey (ACS),False,126.0
3290,How much is the regular monthly mortgage payment on THIS property?,American Community Survey (ACS),False,66.0
3291,Does the regular monthly mortgage payment include payments for real estate taxes on THIS property?,American Community Survey (ACS),False,98.0
3292,"Does the regular monthly mortgage payment include payments for fire, hazard, or flood insurance on THIS property?",American Community Survey (ACS),False,113.0
3293,Do you or any member of this household have a second mortgage or a home equity loan on THIS property?,American Community Survey (ACS),False,101.0
3294,How much is the regular monthly payment on all second or junior mortgages and all home equity loans on THIS property?,American Community Survey (ACS),False,117.0
3295,"What are the total annual costs for personal property taxes, site rent, registration fees, and license fees on THIS mobile home and its site?",American Community Survey (ACS),False,141.0
3296,"Please copy the name of Person 1 from page 2, then continue answering questions below.",American Community Survey (ACS),False,86.0
3297,Where was this person born?,American Community Survey (ACS),False,27.0
3298,Is this person a citizen of the United States?,American Community Survey (ACS),False,46.0
3299,When did this person come to live in the United States?,American Community Survey (ACS),False,55.0
3300,"At any time IN THE LAST 3 MONTHS, has this person attended school or college?",American Community Survey (ACS),False,77.0
3301,What grade or level was this person attending?,American Community Survey (ACS),False,46.0
3302,What is the highest degree or level of school this person has COMPLETED?,American Community Survey (ACS),False,72.0
3303,This question focuses on this person’s BACHELOR’S DEGREE. Please print below the specific major(s) of any BACHELOR’S DEGREES this person has received.,American Community Survey (ACS),False,150.0
3304,What is this person’s ancestry or ethnic origin?,American Community Survey (ACS),False,48.0
3305,Does this person speak a language other than English at home? What is this language? How well does this person speak English?,American Community Survey (ACS),False,125.0
3306,Did this person live in this house or apartment 1 year ago?,American Community Survey (ACS),False,59.0
3307,Where did this person live 1 year ago?,American Community Survey (ACS),False,38.0
3308,Is this person CURRENTLY covered by any of the following types of health insurance or health coverage plans?,American Community Survey (ACS),False,108.0
3309,Is there a premium for this plan?,American Community Survey (ACS),False,33.0
3310,Does this person or another family member receive a tax credit or subsidy based on family income to help pay the premium?,American Community Survey (ACS),False,121.0
3311,Is this person deaf or does he/she have serious difficulty hearing?,American Community Survey (ACS),False,67.0
3312,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,American Community Survey (ACS),False,93.0
3313,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",American Community Survey (ACS),False,143.0
3314,Does this person have serious difficulty walking or climbing stairs?,American Community Survey (ACS),False,68.0
3315,Does this person have difficulty dressing or bathing?,American Community Survey (ACS),False,53.0
3316,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",American Community Survey (ACS),False,155.0
3317,What is this person’s marital status?,American Community Survey (ACS),False,37.0
3318,In the past 12 MONTHS did this person get  a. Married? b. Widowed? c. Divorced?,American Community Survey (ACS),True,79.0
3319,How many times has this person been married?,American Community Survey (ACS),False,44.0
3320,In what year did this person last get married?,American Community Survey (ACS),False,46.0
3321,"In the PAST 12 MONTHS, has this person given birth to any children?",American Community Survey (ACS),False,67.0
3322,Does this person have any of his/her own grandchildren under the age of 18 living in this house or apartment?,American Community Survey (ACS),False,109.0
3323,Is this grandparent currently responsible for most of the basic needs of any grandchildren under the age of 18 who live in this house or apartment?,American Community Survey (ACS),False,147.0
3324,How long has this grandparent been responsible for these grandchildren?,American Community Survey (ACS),False,71.0
3325,"Has this person ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",American Community Survey (ACS),False,97.0
3326,When did this person serve on active duty in the U.S. Armed Forces?,American Community Survey (ACS),False,67.0
3327,Does this person have a VA service-connected disability rating?,American Community Survey (ACS),False,63.0
3328,What is this person’s service-connected disability rating?,American Community Survey (ACS),False,58.0
3329,"LAST WEEK, did this person work for pay at a job (or business)?",American Community Survey (ACS),False,63.0
3330,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",American Community Survey (ACS),False,79.0
3331,At what location did this person work LAST WEEK?,American Community Survey (ACS),False,48.0
3332,How did this person usually get to work LAST WEEK?,American Community Survey (ACS),False,50.0
3333,"How many people, including this person, usually rode to work in the car, truck, or van LAST WEEK?",American Community Survey (ACS),False,97.0
3334,"LAST WEEK, what time did this person’s trip to work usually begin?",American Community Survey (ACS),False,66.0
3335,How many minutes did it usually take this person to get from home to work LAST WEEK,American Community Survey (ACS),False,83.0
3336,"LAST WEEK, was this person on layoff from a job?",American Community Survey (ACS),False,48.0
3337,"LAST WEEK, was this person TEMPORARILY absent from a job or business?",American Community Survey (ACS),False,69.0
3338,Has this person been informed that he or she will be recalled to work within the next 6 months OR been given a date to return to work?,American Community Survey (ACS),False,134.0
3339,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",American Community Survey (ACS),False,72.0
3340,"LAST WEEK, could this person have started a job if offered one, or returned to work if recalled?",American Community Survey (ACS),False,96.0
3341,"When did this person last work, even for a few days?",American Community Survey (ACS),False,52.0
3342,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work",American Community Survey (ACS),False,137.0
3343,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.",American Community Survey (ACS),False,159.0
3344,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?",American Community Survey (ACS),False,102.0
2177,Did you receive our letter?,Survey of Income and Program Participation (SIPP),False,27.0
2175,This interview may be recorded for quality control purposes. Is that okay?,Survey of Income and Program Participation (SIPP),False,74.0
