question_id,question_text,survey_key
Q3588,"In the last 12 MONTHS, how much was (your/your household's) last expense for motor vehicle maintenance, inspections, or towing?",Consumer Expenditure Survey (CE)
Q3589,"(Now, please think about the last 12 months, since the first of (12 Months Ago)./In the last 12 MONTHS) have (you/you or anyone in your household) had any expenses for motor vehicle repair?",Consumer Expenditure Survey (CE)
Q3590,"In the last 12 MONTHS, how much was (your/your household's) last expense for motor vehicle repair?",Consumer Expenditure Survey (CE)
Q3591,"Now, please think about the last two years, since the first of (Month and Year, two years ago), have (you/you or anyone in your household) had any expenses for motor vehicle body work or paint?",Consumer Expenditure Survey (CE)
Q3592,"In the last TWO YEARS, how much was (your/your household's) last expense for motor vehicle body work or paint?",Consumer Expenditure Survey (CE)
Q3593,"Now, please think about the last six months, since the first of (Month and Year, six month ago) have (you/you or anyone in your household) purchase any men's footwear?",Consumer Expenditure Survey (CE)
Q3594,"In the last SIX MONTHS, how much did (you/your household) last spend for men's footwear? What is the name of the business where this was last purchased?",Consumer Expenditure Survey (CE)
Q3595,"(Now, please think about the last six months, since the first of (six months ago)./In the last SIX MONTHS) have (you/you or anyone in your household) purchased any women's footwear?",Consumer Expenditure Survey (CE)
Q3596,"In the last SIX MONTHS, how much did (you/your household) last spend for women's footwear?",Consumer Expenditure Survey (CE)
Q3597,"(Now, please think about the last six months, since the first of (six months ago)./In the last SIX MONTHS) have (you/you or anyone in your household) purchased any boys' or girls' footwear?",Consumer Expenditure Survey (CE)
Q3598,"In the last SIX MONTHS, how much did (you/your household) last spend for boys' or girls' footwear?",Consumer Expenditure Survey (CE)
Q3599,"(Now, please think about the last six months, since the first of (six months ago)./In the last SIX MONTHS) have (you/you or anyone in your household) purchased any household linens such as kitchen or bathroom towels, bedding, or tablecloths?",Consumer Expenditure Survey (CE)
Q3600,"In the last SIX MONTHS, how much did (you/your household) last spend for household linens such as kitchen or bathroom towels, bedding, or tablecloths?",Consumer Expenditure Survey (CE)
Q3601,"Now, please think about the last 12 months, since the first of (Month and Year, twelve months ago) have (you/you or anyone in your household) had any expenses for catered events or board?",Consumer Expenditure Survey (CE)
Q3602,"In the last 12 MONTHS, how much was (your/your household's) last expense for catered events or board?",Consumer Expenditure Survey (CE)
Q3603,"(Now, please think about the last 12 months, since the first of (12 Months Ago)./In the last 12 MONTHS) have (you/you or anyone in your household) had any expenses for adult day care?",Consumer Expenditure Survey (CE)
Q3604,"In the last 12 MONTHS, how much was (your/your household's) last expense for adult day care?",Consumer Expenditure Survey (CE)
Q3605,"Since the first of (reference month), did (you/NAME) earn any income from wages or salary?",Consumer Expenditure Survey (CE)
Q3606,"In the past 12 months, including paid vacation and sick leave, how many weeks did (you/NAME) work?",Consumer Expenditure Survey (CE)
Q3607,"In the weeks that (you/NAME) worked, how many hours did (you/he/she) usually work per week?",Consumer Expenditure Survey (CE)
Q3608,"Which of the following categories best describes the job in which (you/NAME) received the most earnings during the past 12 months? 1. Administrator, manager 2. Teacher 3. Professional 4. Administrative support, including clerical 5. Sales, retail 6. Sales, business goods and services 7. Technician 8. Protective service 9. Private household service 10. Other service 11. Machine or transportation operator, laborer 12. Construction workers, mechanics 13. Farming 14. Forestry, fishing, groundskeeping 15. Armed Forces",Consumer Expenditure Survey (CE)
Q3609,"(Were/Was) (you/NAME): 1. An employee of a PRIVATE company, business, or individual working for wages or salary? 2. A Federal government employee? 3. A State government employee? 4. A local government employee? 5. Self-employed ^YourHisHer OWN business, partnership, professional practice, or farm? 6. Working WITHOUT PAY in a family business or farm?",Consumer Expenditure Survey (CE)
Q3610,"What was the main reason (you/NAME) did not work during the past 12 months? (Were/Was) (you/he/she) - 1. Retired? 2. Taking care of home/family? 3. Going to school? 4. Ill, disabled, unable to work? 5. Unable to find work? 6. Doing something else?",Consumer Expenditure Survey (CE)
Q3611,"The next few questions are about income DURING THE PAST 12 MONTHS, that is from (Date - one year ago) to (Yesterdays date)... Did (you/NAME) receive any wages, salary, tips, bonuses, or commissions?",Consumer Expenditure Survey (CE)
Q3612,How much did (you/NAME) receive before taxes?,Consumer Expenditure Survey (CE)
Q3613,"Could you tell me which range on CARD A best reflects (your/NAME's) total wages and salaries for ALL JOBS during the PAST 12 MONTHS? 1. $1-$4,999 2. $5,000-$9,999 3. $10,000-$14,999 4. $15,000-$19,999 5. $20,000-$29,999 6. $30,000-$39,999 7. $40,000-$49,999 8. $50,000-$69,999 9. $70,000-$89,999 10. $90,000-$119,999 11. $120,000 and over",Consumer Expenditure Survey (CE)
Q3614,What was the amount of (your/NAME's) last pay before any deductions?,Consumer Expenditure Survey (CE)
Q3615,What period of time did this cover? 1. One week 2. Two weeks 3. Month 4. Quarter 5. Year 6. Twice a month 7. Other,Consumer Expenditure Survey (CE)
Q3616,Does the respondent have a paper or electronic pay check record present for (his / her / his/her/(name's)) last paycheck?,Consumer Expenditure Survey (CE)
Q3617,Was there any money deducted from (your/NAME's) pay for - Private pension fund?,Consumer Expenditure Survey (CE)
Q3618,Was there any money deducted from (your/NAME's) pay for - Government retirement?,Consumer Expenditure Survey (CE)
Q3619,Was there any money deducted from (your/NAME's) pay for - Railroad retirement?,Consumer Expenditure Survey (CE)
Q3620,Was there any money deducted from (your/NAME's) pay for - Social Security including Medicare?,Consumer Expenditure Survey (CE)
Q3621,Are Social Security payments NORMALLY deducted from (your/NAME's) pay?,Consumer Expenditure Survey (CE)
Q3622,Does the money deducted for Social Security cover only the Medicare portion of Social Security,Consumer Expenditure Survey (CE)
Q3623,"Other than Social Security, did any employer or union contribute to (your/NAME's) pension or retirement plan in the past 12 months?",Consumer Expenditure Survey (CE)
Q3624,DURING THE PAST 12 MONTHS - Did (you/NAME) receive any selfemployment income or have a loss?,Consumer Expenditure Survey (CE)
Q3625,"Could you tell me which range on CARD A best reflects (your/NAME's) income or loss from self-employment during the PAST 12 MONTHS? 0. Loss 1. $1-$4,999 2. $5,000-$9,999 3. $10,000-$14,999 4. $15,000-$19,999 5. $20,000-$29,999 6. $30,000-$39,999 7. $40,000-$49,999 8. $50,000-$69,999 9. $70,000-$89,999 10. $90,000-$119,999 11. $120,000 and over",Consumer Expenditure Survey (CE)
Q3626,DURING THE PAST 12 MONTHS - Did (you/NAME) receive any Social Security or Railroad Retirement benefits?,Consumer Expenditure Survey (CE)
Q3627,What was the amount of the last Social Security or Railroad Retirement payment received?,Consumer Expenditure Survey (CE)
Q3628,"Could you tell me which range on CARD B best reflects the amount of (your/NAME's) last Social Security or Railroad Retirement payment during the PAST 12 MONTHS? 1. Less than $500 2. $500-$699 3. $700-$999 4. $1,000-$1,299 5. $1,300-$1,699 6. $1,700 and over",Consumer Expenditure Survey (CE)
Q3629,Is this amount AFTER the deduction for a Medicare premium?,Consumer Expenditure Survey (CE)
Q3630,"During the past 12 months, how many Social Security or Railroad Retirement payments did (you/NAME) receive?",Consumer Expenditure Survey (CE)
Q3631,DURING THE PAST 12 MONTHS - Did (you/NAME) receive any - Supplemental Security Income (SSI) payments?,Consumer Expenditure Survey (CE)
Q3632,"Could you tell me which range on CARD C best reflects the amount (you/NAME) received in Supplemental Security income during the past 12 months? 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,000-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",Consumer Expenditure Survey (CE)
Q3633,"DURING THE PAST 12 MONTHS - Did (you/NAME) contribute any money to retirement plans such as 401(k)s or Individual Retirement Accounts, also known as IRAs? Do not include rollovers.",Consumer Expenditure Survey (CE)
Q3634,DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) receive any interest or dividends? Report even small amounts credited to an account.,Consumer Expenditure Survey (CE)
Q3635,"Could you tell me which range on CARD C best reflects the amount (you/you or any members of your household) received in interest or dividends during the PAST 12 MONTHS? 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,000-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",Consumer Expenditure Survey (CE)
Q3636,DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) receive any net rental income or loss?,Consumer Expenditure Survey (CE)
Q3637,"Could you tell me which range on CARD C best reflects the total net rental income or loss during the PAST 12 MONTHS? 0. Loss 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,999-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",Consumer Expenditure Survey (CE)
Q3638,DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) receive any royalty income or income from estates and trusts?,Consumer Expenditure Survey (CE)
Q3639,Could you tell me which range on CARD C best reflects the total amount received in royalty income or income from estates and trusts during the PAST 12 MONTHS?,Consumer Expenditure Survey (CE)
Q3640,"DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) receive any retirement, survivor, or disability pensions?",Consumer Expenditure Survey (CE)
Q3641,"Could you tell me which range on CARD C best reflects the total amount received in retirement, survivor, or disability pensions during the PAST 12 MONTHS? 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,000-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",Consumer Expenditure Survey (CE)
Q3642,"DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) receive income on a REGULAR basis from any other source such as Veteran's Administration (VA) payments, unemployment compensation, child support, or alimony?",Consumer Expenditure Survey (CE)
Q3643,What was the amount from all sources? (Do not include lump sum payments such as money from an inheritance or sale of a home.),Consumer Expenditure Survey (CE)
Q3644,"Could you tell me which range on CARD C best reflects the total amount received in Veteran's Administration (VA) payments, unemployment compensation, child support, or alimony during the PAST 12 MONTHS? 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,000-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",Consumer Expenditure Survey (CE)
Q3645,"DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) receive any lump sum payments from insurance, estates, trusts, royalties, child support, alimony, prizes or games of chance, or from persons outside your household? What was the total amount received (by all household members/)?",Consumer Expenditure Survey (CE)
Q3646,"Could you tell me which range on CARD C best reflects the total lump sum payments during the PAST 12 MONTHS? 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,000-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",Consumer Expenditure Survey (CE)
Q3647,"DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) receive any other money income, including money received from cash scholarship and fellowships, stipends not based on working, or from the care of foster children, not already reported? What was the total amount received (by all household members/)?",Consumer Expenditure Survey (CE)
Q3648,"Could you tell me which range on CARD C best reflects the total amount of other money income received during the PAST 12 MONTHS? 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,000-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",Consumer Expenditure Survey (CE)
Q3649,DURING THE PAST 12 MONTHS - Did (you/you or any members of your household) PAY any inheritance or estate tax? What was the total amount PAID (by all household members/)?,Consumer Expenditure Survey (CE)
Q3650,DURING THE PAST 12 MONTHS - Did anyone in this household receive Food Stamps or a Food Stamp benefit card? Include government benefits from the Supplemental Nutritional Assistance Program (SNAP). Do NOT include WIC or the National School Lunch Program.,Consumer Expenditure Survey (CE)
Q3651,In how many of the past 12 months were food stamps or EBTs received?,Consumer Expenditure Survey (CE)
Q3652,What was the dollar value of the last food stamps or EBT received?,Consumer Expenditure Survey (CE)
Q3653,"DURING THE PAST 12 MONTHS - Did (you/you or any members of this household, including children,) receive any welfare payments or cash assistance from the state or local welfare office? Please include even if only for one month. Do NOT include benefits from food, energy, or rental assistance programs. What was the amount for the PAST 12 MONTHS?",Consumer Expenditure Survey (CE)
Q3654,"Could you tell me which range on CARD C best reflects the total amount of income from cash assistance from state or local government welfare programs during the PAST 12 MONTHS? 1. $1-$999 2. $1,000-$1,999 3. $2,000-$2,999 4. $3,000-$3,999 5. $4,000-$4,999 6. $5,000-$9,999 7. $10,000-$14,999 8. $15,000-$19,999 9. $20,000-$29,999 10. $30,000-$39,999 11. $40,000-$49,999 12. $50,000 and over",Consumer Expenditure Survey (CE)
Q3655,DURING THE PAST 12 MONTHS - Have (you/you or any members of your household) received any free meals at work as part of your pay? About what was the WEEKLY dollar value of these meals?,Consumer Expenditure Survey (CE)
Q3656,How many weeks did (you/you or any members of your household) receive such meals during the past 12 months?,Consumer Expenditure Survey (CE)
Q3657,"Do (you/you or any members of your household) have any retirement accounts such as 401(k)s, IRAs, or Thrift Savings Plans?",Consumer Expenditure Survey (CE)
Q3658,"As of TODAY -- What is the total value of all retirement accounts such as 401(k)s, IRAs, or Thrift Savings Plans that (you/your household) (own/owns)?",Consumer Expenditure Survey (CE)
Q3659,"Could you tell me which range on CARD D best reflects the total value of all retirement accounts such as 401(k)s, IRAs, and Thrift Savings Plans? 1. $1-$9,999 2. $10,000-$39,999 3. $40,000-$99,999 4. $100,000-$199,999 5. $200,000-$449,999 6. $450,000 and over",Consumer Expenditure Survey (CE)
Q3660,What was the total value of all retirement accounts ONE YEAR AGO TODAY?,Consumer Expenditure Survey (CE)
Q3661,"Could you tell me which range on CARD D best reflects the total value of all retirement accounts ONE YEAR AGO TODAY? 1. $1-$9,999 2. $10,000-$39,999 3. $40,000-$99,999 4. $100,000-$199,999 5. $200,000-$449,999 6. $450,000 and over",Consumer Expenditure Survey (CE)
Q3662,"Did (you/you or any members of your household) have any retirement accounts such as 401(k)s, IRAs, or Thrift Savings Plans ONE YEAR AGO TODAY?",Consumer Expenditure Survey (CE)
Q3663,"Do (you/you or any members of your household) have a defined benefit retirement plan, such as a pension from an employer?",Consumer Expenditure Survey (CE)
Q3664,"Do (you/you or any members of your household) have any directly-held stocks, bonds, or mutual funds (Not in Retirement accounts/ )?",Consumer Expenditure Survey (CE)
Q3665,"As of TODAY -- What is the total value of all directlyheld stocks, bonds, and mutual funds (Not in Retirement accounts/ ) that (you/your household) (own/owns)?",Consumer Expenditure Survey (CE)
Q3666,"Could you tell me which range on CARD E best reflects the total value of all directly-held stocks, bonds, and mutual funds (Not in Retirement accounts/ )? Include US savings bonds 1. $1-$4,999 2. $5,000-$19,999 3. $20,000-$74,999 4. $75,000-$199,999 5. $200,000-$449,999 6. $450,000 and over",Consumer Expenditure Survey (CE)
Q3667,"What was the total value of all directlyheld stocks, bonds, and mutual funds (Not in Retirement accounts/ ) ONE YEAR AGO TODAY?",Consumer Expenditure Survey (CE)
Q3668,"Could you tell me which range on CARD E best reflects the total value of all directly-held stocks, bonds, and mutual funds (Not in Retirement accounts/ ) ONE YEAR AGO TODAY? Include US savings bonds 1. $1-$4,999 2. $5,000-$19,999 3. $20,000-$74,999 4. $75,000-$199,999 5. $200,000-$449,999 6. $450,000 and over",Consumer Expenditure Survey (CE)
Q3669,"Did (you/you or any members of your household) have any directly-held stocks, bonds, or mutual funds (Not in Retirement accounts/ ) ONE YEAR AGO TODAY?",Consumer Expenditure Survey (CE)
Q3670,"Do (you/you or any members of your household) have any checking, savings, money market accounts, or certificates of deposit or CDs?",Consumer Expenditure Survey (CE)
Q3671,"As of TODAY -- What is the total value of all checking, savings, money market accounts, and certificates of deposit or CDs (you/your household) (have/has)?",Consumer Expenditure Survey (CE)
Q3672,"Could you tell me which range on CARD F best reflects the total value of checking, savings, money market accounts, and certificates of deposit or CDs? 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over",Consumer Expenditure Survey (CE)
Q3673,"What was the total value of all checking, savings, money market accounts, and certificates of deposit or CDs ONE YEAR AGO TODAY?",Consumer Expenditure Survey (CE)
Q3674,"Could you tell me which range on CARD F best reflects the total value of all checking, savings, money market accounts, and certificates of deposit or CDs ONE YEAR AGO TODAY? 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over",Consumer Expenditure Survey (CE)
Q3675,"Did (you/you or any members of your household) have any checking, savings, money market accounts, or certificates of deposit or CDs ONE YEAR AGO TODAY?",Consumer Expenditure Survey (CE)
Q3676,(Do/Does) (you/your household) own any whole life insurance or other life insurance policies that can be surrendered for cash or borrowed against prior to the death of the person insured? Also include universal life and variable life insurance Do NOT include term life insurance or other policies that only have a benefit upon death or disabilit,Consumer Expenditure Survey (CE)
Q3677,"As of TODAY -- What is the total surrender value of these policies? Surrender value is also known as the cash value Enter the amount that can be borrowed or withdrawn prior to death, NOT the benefit upon death of the insured",Consumer Expenditure Survey (CE)
Q3678,"Could you tell me which range on CARD G best reflects the total surrender value of these policies? Surrender value is also known as the cash value Enter the amount that can be borrowed or withdrawn prior to death, NOT the benefit upon death of the insured",Consumer Expenditure Survey (CE)
Q3679,"What was the total surrender value of these policies ONE YEAR AGO TODAY? Surrender value is also known as the cash value Enter the amount that can be borrowed or withdrawn prior to death, NOT the benefit upon death of the insured",Consumer Expenditure Survey (CE)
Q3680,"Could you tell me which range on CARD G best reflects the total surrender value of these policies ONE YEAR AGO TODAY? Surrender value is also known as the cash value Enter the amount that can be borrowed or withdrawn prior to death, NOT the benefit upon death of the insured 1. $1-$4,999 2. $5,000-$9,999 3. $10,000-$19,999 4. $20,000-$39,999 5. $40,000-$79,999 6. $80,000 and over",Consumer Expenditure Survey (CE)
Q3681,Did (you/your household) own any whole life insurance or other life insurance policies that can be surrendered for cash or borrowed against prior to the death of the person insured ONE YEAR AGO TODAY? Also include universal life and variable life insurance Do NOT include term life insurance or other policies that only have a benefit upon death or disability,Consumer Expenditure Survey (CE)
Q3682,"(Do/Does) (you/your household) have any other financial assets, such as annuities, trusts, and royalties? As of TODAY -- What is the total value of these other financial assets?",Consumer Expenditure Survey (CE)
Q3683,"Could you tell me which range on CARD D best reflects the total value of these other financial assets? 1. $1-$9,999 2. $10,000-$39,999 3. $40,000-$99,999 4. $100,000-$199,999 5. $200,000-$449,999 6. $450,000 and over What was the total value of these other financial assets ONE YEAR AGO TODAY?",Consumer Expenditure Survey (CE)
Q3684,"Could you tell me which range on CARD D best reflects the total value of these other financial assets ONE YEAR AGO TODAY? 1. $1-$9,999 2. $10,000-$39,999 3. $40,000-$99,999 4. $100,000-$199,999 5. $200,000-$449,999 6. $450,000 and over",Consumer Expenditure Survey (CE)
Q3685,"Did (you/your household) have any other financial assets, such as annuities, trusts, and royalties ONE YEAR AGO TODAY?",Consumer Expenditure Survey (CE)
Q3686,(Do/Does) (you/your household) have any credit cards including store cards and gas cards? What is the total amount owed on all cards as of TODAY?,Consumer Expenditure Survey (CE)
Q3687,"Could you tell me which range on CARD F best reflects the total amount owed on all credit cards including store cards and gas cards? 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over What was the total amount owed on all cards ONE YEAR AGO TODAY?",Consumer Expenditure Survey (CE)
Q3688,"Could you tell me which range on CARD F best reflects the total amount owed on all credit cards including store cards and gas cards ONE YEAR AGO TODAY? 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over",Consumer Expenditure Survey (CE)
Q3689,Did (you/your household) have any credit cards including store cards and gas cards ONE YEAR AGO TODAY?,Consumer Expenditure Survey (CE)
Q3690,"What was the total amount paid in finance, late charges, and interest for all cards in (last month)?",Consumer Expenditure Survey (CE)
Q3691,As of TODAY -- (Do/Does) (you/your household) have any student loans?,Consumer Expenditure Survey (CE)
Q3692,What is the total amount owed on all student loans?,Consumer Expenditure Survey (CE)
Q3693,"Could you tell me which range on CARD G best reflects the total amount owed on all student loans? 1. $1-$4,999 2. $5,000-$9,999 3. $10,000-$19,999 4. $20,000-$39,999 5. $40,000-$79,999 6. $80,000 and over",Consumer Expenditure Survey (CE)
Q3694,What was the total amount owed on all student loans ONE YEAR AGO TODAY?,Consumer Expenditure Survey (CE)
Q3695,"Could you tell me which range on CARD G best reflects the total amount owed on all student loans ONE YEAR AGO TODAY? 1. $1-$4,999 2. $5,000-$9,999 3. $10,000-$19,999 4. $20,000-$39,999 5. $40,000-$79,999 6. $80,000 and over",Consumer Expenditure Survey (CE)
Q3696,Did (you/your household) have any student loans ONE YEAR AGO TODAY?,Consumer Expenditure Survey (CE)
Q3697,"What was the total amount paid in finance, late charges, and interest for all student loans in (last month)?",Consumer Expenditure Survey (CE)
Q3698,As of TODAY -- (Do/Does) (you/your household) have any other debt such as medical loans or personal loans?,Consumer Expenditure Survey (CE)
Q3699,"What is the total amount owed on all other loans? Do not include mortgages, home equity loans, or vehicle loans",Consumer Expenditure Survey (CE)
Q3700,"Could you tell me which range on CARD F best reflects the total amount owed on all other loans? Do not include mortgages, home equity loans, or vehicle loans 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and over",Consumer Expenditure Survey (CE)
Q3701,"What was the total amount owed on all other loans ONE YEAR AGO TODAY? Do not include mortgages, home equity loans, or vehicle loans",Consumer Expenditure Survey (CE)
Q3702,"Could you tell me which range on CARD F best reflects the total amount owed on all other loans ONE YEAR AGO TODAY? Do not include mortgages, home equity loans, or vehicle loans 1. $1-$749 2. $750-$1,999 3. $2,000-$3,999 4. $4,000-$9,999 5. $10,000-$19,999 6. $20,000 and ove",Consumer Expenditure Survey (CE)
Q3703,"Did (you/your household) have any other debt such as medical loans or personal loans ONE YEAR AGO TODAY? Do not include mortgages, home equity loans, or vehicle loans",Consumer Expenditure Survey (CE)
Q3704,"What was the total amount paid in finance, late charges, and interest for all other loans in (last month)? Do not include mortgages, home equity loans, or vehicle loans",Consumer Expenditure Survey (CE)
Q3705,How burdensome was this survey to you? Would you say: 1. Not at all burdensome? 2. A little burdensome? 3. Somewhat burdensome? 4. Very burdensome? 5. Extremely burdensome?,Consumer Expenditure Survey (CE)
Q3706,How difficult was it for you to answer the questions in this survey? 1. Not at all difficult 2. A little difficult 3. Somewhat difficult 4. Very difficult 5. Extremely difficult,Consumer Expenditure Survey (CE)
Q3707,How sensitive did you feel the questions I asked today were? 1. Not at all sensitive 2. A little sensitive 3. Somewhat sensitive 4. Very sensitive 5. Extremely sensitive,Consumer Expenditure Survey (CE)
Q3708,"In thinking about the length of today's survey, would you say that it was... 1. Very short? 2. Somewhat short? 3. Neither short nor long? 4. Somewhat long? 5. Very long?",Consumer Expenditure Survey (CE)
Q3709,Are there any Don't Know items that you need to callback for?,Consumer Expenditure Survey (CE)
Q3710,I'd like to schedule a DATE to complete the (missing items/interview). What DATE AND TIME would be best to visit you again?,Consumer Expenditure Survey (CE)
Q3711,Today is (current date). I would like to return during the first week of (month) to conduct your next interview. What day and time works best with your schedule?,Consumer Expenditure Survey (CE)
Q3712,"In case I need to contact you about this appointment, is there (a / a secondary) phone number and/or e-mail where I can reach you?",Consumer Expenditure Survey (CE)
Q3713,"Is this a home, work, or cell number? 1. Home 2. Work 3. Cell",Consumer Expenditure Survey (CE)
Q3714,"How did you collect the data for this (first/second/third/fourth) interview for this household? 1. Personal visit for all sections 2. Personal visit for all sections, but telephone followup for some questions 3. Personal visit for more than half of the sections, the rest by telephone 4. Equally split between personal visit and telephone 5. Telephone for more than half of the sections, the rest by personal visit 6. Telephone for all sections",Consumer Expenditure Survey (CE)
Q3715,Were you able to conduct the interview in a single (visit/call)?,Consumer Expenditure Survey (CE)
Q3716,"What was the main reason for collecting data by telephone? 1. Barriers to reaching the sample unit (i.e., doorman, security, dog). 2. Collecting data from additional respondent(s) in household 3. Excessive distance or travel time to sample unit. 4. Respondent called FR to do interview. 5. Respondent only available by telephone (scheduling issues). 6. Respondent refused personal visit. 7. Respondent requested telephone interview. 8. Other (Specify).",Consumer Expenditure Survey (CE)
Q3717,How did you collect MOST of the data for this case? (Include follow-ups),Consumer Expenditure Survey (CE)
Q3718,What was the TOTAL time (in minutes) you spent this month to complete this interview for: Traveling to and from the sample unit? Exclude travel from another sample unit.,Consumer Expenditure Survey (CE)
Q3719,What was the TOTAL time (in minutes) you spent this month to complete this interview for: Interviewing the respondent?,Consumer Expenditure Survey (CE)
Q3720,"What was the TOTAL time (in minutes) you spent this month to complete this interview for: All other activities, such as noninterview contact attempts, finding phone numbers, or closing the case?",Consumer Expenditure Survey (CE)
Q3721,Was this a converted refusal?,Consumer Expenditure Survey (CE)
Q3722,Enter the line number of the MAIN respondent.,Consumer Expenditure Survey (CE)
Q3723,Enter the line number of ALL OTHER respondents.,Consumer Expenditure Survey (CE)
Q3724,"In this interview, how often did the respondent consult records? 1. Always or almost always 2. Most of the time 3. Occasionally or used at least one record 4. Never, no records used",Consumer Expenditure Survey (CE)
Q3725,"What types of bills, receipts, or records did the respondent(s) use to answer expenditure questions? Enter all that apply, separate with commas. 1. Bills 2. Checkbook ledger or check stubs 3. Personal finance or budgeting software records 4. Receipts or e-mail receipts 5. Home file (provided by Census Bureau) 6. Contracts or agreements 7. Credit card, bank, or online bill-paying statements 8. Pay stub 9. Other- specify",Consumer Expenditure Survey (CE)
Q3726,"Which of these sections did the respondent(s) use bills, receipts, or other resources to answer expenditure questions? Enter all that apply, separate with commas. 1. Section 1 - General Housing Characteristics 2. Section 2 - Rented Living Quarters 3. Section 3 - Owned Living Quarters & Other Owned Real Estate 4. Section 4 - Utilities and Fuels 5. Section 5 - Home Improvement, Repairs, and Home Services 6. Section 6 - Appliances, Household Equipment, and Other Selected Items 7. Section 7 - Household Item Repairs, Service Contracts, and Extended Warranties 8. Section 8 - Home Furnishings and Related Household Items 9. Section 9 - Rented and Leased Vehicles 10. Section 10 - Owned Vehicles 11. Section 11 - Transportation 12. Section 12 - Health Insurance 13. Section 13 - Medical and Health Expenses 14. Section 14 - Insurance Other than Health 15. Section 15 - Family Care and Education 16. Section 16 - Subscriptions, Memberships, Books, and Entertainment Expenses 17. Section 17 - Trips and Vacations 18. Section 18 - Clothing and Clothing Services 19. Section 19 - Miscellaneous Expenses 20. Section 20 - Expense Patterns for Selected Services and Goods 21. Section 21 - Work Experience and Income 22. Section 22 - Assets and Liabilities",Consumer Expenditure Survey (CE)
Q3727,Did you give the respondent a Home File this quarter?,Consumer Expenditure Survey (CE)
Q3728,"In the interview, how often did the respondent consult the information booklet?",Consumer Expenditure Survey (CE)
Q3729,In what language was the interview conducted? 1. English 2. Spanish 3. Other - specify,Consumer Expenditure Survey (CE)
Q3730,Would a Sunday interview be acceptable?,Consumer Expenditure Survey (CE)
Q3731,Describe this contact attempt. 1. Personal visit 2. Telephone (outgoing) 3. Telephone (incoming) 4. Not attempting contact 6. Text or Email,Consumer Expenditure Survey (CE)
Q3732,Are you entering the Contact History Instrument at the time of a contact attempt?,Consumer Expenditure Survey (CE)
Q3733,Enter the date of the contact attempt in MM/DD/YYYY format,Consumer Expenditure Survey (CE)
Q3734,Enter the time of the contact attempt in HH:MM am/pm format,Consumer Expenditure Survey (CE)
