question_id,question_text,embedding_index
4844,"During the 2019–20 school year, did your school have any recognized student groups with the following purposes? a. Acceptance of sexual orientation* and gender identity* of students (e.g., 1 Gay-Straight Alliance) b. Acceptance of students with disabilities (e.g., Best Buddies) c. Acceptance of cultural or religious diversity (e.g., Cultural Awarenes",4843
4845,Which of the following does your school do to involve or help parents? a. Have a formal process to obtain parental input on policies related to school crime and discipline 190 b. Provide training or technical assistance to parents in dealing with students’  problem behavior,4844
4846,"During the 2019–20 school year, were any of the following community and outside groups involved in your school’s efforts to promote a safe school? a. Parent groups b. Social service agencies c. Juvenile justice agencies d. Law enforcement agencies e. Mental health agencies f. Civic organizations or service clubs g. Private corporations or businesses h. Religious organizations ",4845
4847,Were sworn law enforcement officers (including School Resource Officers*) used at least once a week in or around your school at the following times?,4846
4848,"Did these formalized policies or written documents include language defining the role of sworn law enforcement officers (including School Resource Officers*) at school* in the following areas? a. Student discipline b. Use of physical restraints (e.g., handcuffs, Tasers) or chemical aerosol sprays (e.g., Mace, pepper spray) c. Use of firearms* d. Making arrests* on school grounds e. Reporting of criminal offenses to a law enforcem",4847
4849,"How many of the following were present at your school* at least once a week? • If an officer works full-time across various schools in the district, please count this officer as ""Part-time"" for your school. • If none, please place an ""X"" in the None box. Number at your school* a. School Resource Officers* i. Full-time ii. Part-time b. Sworn law enforcement officers who are not School Resource Officers* i. Full-time ii. Part-time ",4848
4850,"Aside from sworn law enforcement officers (including School Resource Officers*), how many additional security officers or security personnel were present at your school* at least once a week?",4849
4851,Were diagnostic mental health assessment* services provided to students from your school in the following locations?,4850
4852,"During the 2019–20 school year, did your school provide treatment* (e.g., psychotherapy, medication) to students for mental health disorders*?",4851
4853,Were treatment* services provided to students from your school in the following locations?,4852
4854,"During the 2019–20 school year, to what extent did the following factors limit your school’s efforts to provide mental health services to students? • Check one response on each line. Limits in Limits in Does not major way minor way limit a. Inadequate access to licensed mental health professionals* b. Inadequate funding c. Potential legal issues for school or district (e.g., malpractice, insufficient supervision, confidentiality) d. Concerns about reactions from parents e. Lack of community support for providing mental health services to students in your school f. Written or unwritten policies regarding the school’s requirement to pay for the diagnostic mental health assessment* or treatment* of students g. Reluctance to label students with mental health disorders* to avoid stigmatizing the chil",4853
4855,"During the 2019–20 school year, did your school or school district provide any of the following for classroom teachers or aides? a. Training in classroom management for teachers b. Training in school-wide discipline policies and practices related to violence* c. Training in school-wide discipline policies and practices related to cyberbullying* d. Training in school-wide discipline policies and practices related to bullying* other than cyberbullying* e. Training in school-wide discipline policies and practices related to alcohol and/or drug use f. Training in safety procedures (e.g., how to handle emergencies) g. Training in recognizing early warning signs of students likely to 1 2 exhibit violent behavior h. Training in recognizing signs of self-harm or suicidal tendencies i. Training in intervention and referral strategies for students displaying signs of mental health disorders* (e.g., depression, mood disorders, ADHD) j. Training in recognizing physical, social, and verbal bullying* behaviors k. Training in recognizing signs of students using/abusing alcohol and/or drugs l. Training in positive behavioral intervention strategies m. Training in crisis prevention and intervention",4854
4856,"Please record the number of incidents that occurred at school* during the 2019–20 school year for the offenses listed below. (NOTE: The number in column 1 should be greater than or equal to the number in column 2.) Please provide information on: • The number of incidents, not the number of victims or offenders. • Recorded incidents, regardless of whether any disciplinary action was taken. • Recorded incidents, regardless of whether students or non-students were involved. • Incidents occurring before, during, or after normal school hours. a. Rape* or attempted rape* b. Sexual assault* other than rape* (include threatened rape*) c. Robbery* (taking things by force)  i. With a weapon* ii. Without a weapon* d. Physical attack or fight*  i. With a weapon* ii. Without a weapon* e. Threats of physical attack* i. With a weapon* ii. Without a weapon* f. Theft or larceny* (taking things worth over $10 without personal confrontation) g. Possession of a firearm or explosive device* h. Possession of a knife or sharp object i. Distribution, possession, or use of illegal drugs j. Inappropriate distribution, possession, or use of prescription drugs k. Distribution, possession, or use of alcohol l. Vandalism*",4855
4857,"To the best of your knowledge, were any of these hate crimes* motivated by the offender’s bias against the following characteristics or perceived characteristics?",4856
4858,"Please select the number of arrests*, including both students and non-students, that occurred at your school* during the 2019–20 school year.",4857
4859,"To the best of your knowledge, how often do the following types of problems occur at your school*? a. Student racial or ethnic tensions b. Student bullying* c. Student sexual harassment* of other students d. Student harassment* of other students based on sexual orientation* e. Student harassment* of other students based on gender identity* f. Student harassment* of other students based on religion g. Student harassment* of other students based on disability (e.g. physical, mental and learning disabilities) h. Widespread disorder in classroom i. Student verbal abuse of teachers 380 j. Student acts of disrespect for teachers other than verbal abuse k. Gang* activities",4858
4860,"During the 2019–20 school year, did your school allow for the use of the following disciplinary actions? If ""Yes,"" were the actions used this school year? a. Removal with no continuing school services for at least the remainder of the school year b. Removal with school-provided tutoring/home instruction for at least the remainder of the school year c. Transfer to an alternative school* for disciplinary reasons d. Transfer to another regular school for disciplinary reasons e. Out-of-school suspension or removal for less than the remainder of the school year i. With no curriculum or services provided ii. With curriculum or services provided f. In-school suspension for less than the remainder of the school year i. With no curriculum or services provided ii. With curriculum or services provided g. Referral to a school counselor h. Assignment to a program (during school hours) designed to reduce disciplinary problems i. Assignment to a program (outside of school hours) designed to reduce disciplinary problems j. Loss of school bus privileges due to misbehavior k. Corporal punishment l. Placement on school probation with consequences if another incident occurs m. Detention and/or Saturday school n. Loss of student privileges o. Requirement of participation in community service",4859
4861,"During the 2019–20 school year, how many students were involved in committing the following offenses, and how many of the following disciplinary actions were taken in response?",4860
4862,"Use/possession of a firearm or explosive device* b. Use/possession of a weapon* other than a firearm or explosive device* c. Distribution, possession, or use of illegal drugs d. Distribution, possession, or use of alcohol e. Physical attacks or fights",4861
4863,"During the 2019–20 school year, how many of the following occurred? a. Students were removed from your school without continuing services for at least the remainder of the school year for disciplinary reasons. (NOTE: This number should be greater than or equal to the sum of entries in item 33, column 2.) b. Students were transferred to alternative schools* for disciplinary reasons. (NOTE: This number should be greater than or equal to the sum of entries in item 33, column 3.)",4862
4864,Which of the following best describes your school? 1 Regular public school 2 Charter school 3 Has a magnet program for part of the school 4 Exclusively a magnet school 5 Other,4863
4865,Please provide the following dates: a. Start date for your 2019–20 school year b. End date for your 2019–20 school year,4864
4866,Our records have your name as [NAME]. Is this correct?,4865
4867,What is your name?,4866
4868,"Are you or your spouse currently serving in the U.S. Armed Forces (Active Duty, Reserve, or National Guard)? Reserve and Guard members/spouses who are full-time active duty (AGR/FTS/AR) or currently “activated” should select the “Reserve or National Guard” response(s). Select all that apply. ",4867
4869,"CONFIRM To confirm, neither you nor your spouse are currently serving in the military. If that is correct, please select 'Confirm' below. Otherwise, please update your response above.",4868
4870,What is your current grade?,4869
4871,What is your spouse's current grade?,4870
4872,"To confirm, neither you nor your spouse are currently serving in grades E1, E2, E3, or E4. If that is correct, please select 'Confirm' below. Otherwise, please update your response on the previous page",4871
4873,"1.    Overall, how satisfied are you with the military way of life?",4872
4874,Do you think your spouse should stay on or leave active duty? ,4873
4875,"1.    Suppose that you have to decide whether to stay on active duty. Assuming you could stay, how likely is it that you would choose to do so?",4874
4876,"1.    In the general election held on November 5, 2024, did you vote?",4875
4877,"Which statements describe your food availability growing up (before age 16)? Please select all that apply.  We had no problems consistently accessing adequate food; We couldn’t afford to eat balanced meals (e.g., fruit, vegetables, whole grains, lean protein, and low-fat dairy); We worried whether our food would run out before we got money to buy more; We had to cut the size of meals or skip meals because there wasn’t enough money for food; I lost weight because there wasn’t enough money for food.",4876
4878,"1.    During the last 12 months, was there a time when, because of lack of money or other resources… You were worried you would not have enough food to eat?; You were unable to eat healthy and nutritious food? You ate only a few kinds of foods? You had to skip a meal? You ate less than you thought you should? Your household ran out of food? You were hungry but did not eat? You went without eating for a whole day?",4877
4879,Please explain why or what factors contributed to the situation.,4878
4880,"Over the last 30 days, how often did you eat or drink the following foods or beverages? Note: Only a few examples of each category are listed to remind you of the types of foods—many more are possible",4879
4881,1.    Have you used any of these dietary supplements one or more times per week in the past 30 days? Multi-Vitamin/Mineral Supplements; Individual Vitamin/Mineral Supplements; Protein Supplements; Herbal Supplements; Muscle Building Supplements; Weight/Fat Loss Supplements; Pre-Workout Supplements; Post-Workout Supplements; Joint Health Supplements; Omega 3 Supplements; Probiotics Supplements; Other,4880
4882,"In the past 30 days, approximately how much money have you spent, in total, on the supplements listed above?",4881
4883,"How have you received nutrition education, guidance, or instruction during your military career? Please select all that apply.  Have never received nutrition education, guidance, or instruction during my military career. Researched nutrition on my own. Received guidance through chain of command. Received instruction during Training course/school about what to eat. Attended nutrition class(es) at college or university. Received group instruction by a medical professional. Received group instruction by a nutritionist or dietitian. Individual appointment with nutritionist or dietitian Other",4882
4884,"Over the past 30 days on average I intentionally ate food that would improve my performance (to include physical or mental). I wanted to eat nutritious food (e.g., fruit, vegetables, whole grains, lean protein, and low-fat dairy.) I planned what I was going to eat ahead of time.",4883
4885,"Since being in the military, have you or your family experienced any form of discrimination because of your connection to the military? If so, in what areas?",4884
4886,Our records have your phone number as [PHONE NUMBER].  Is this correct?,4885
4887,Would you like us to contact you by text message?,4886
4888,Our records have your email address as [EMAIL].  Is this correct?,4887
4889,What is your email address?,4888
4890,Our records have the following address as your home address where we will mail incentives for taking surveys. Is this correct? ,4889
4891,Please enter your home address.,4890
4892,"What date (month, day, year) can the FR come back and complete ... interview?",4891
4893,What time can the FR come back and complete ... interview?,4892
4894,Which one of the following best describes this person’s employment last week or the most recent employment in the past 5 years?,4893
4895,"What was the name of this person’s employer, business, agency, or branch of the Armed Forces?",4894
4896,What kind of business or industry was this? Was this mainly...,4895
4897,What was this person’s main occupation?,4896
4898,Describe this person’s most important activities or duties,4897
4899,"Wages, salary, commissions, bonuses, or tips from all jobs",4898
4900,"Self-employment income from own nonfarm businesses or farm businesses, including proprietorships and partnerships",4899
4901,"Interest, dividends, net rental income, royalty income, or income from estates and trusts.",4900
4902,Social Security or Railroad Retirement.,4901
4903,Supplemental Security Income (SSI).,4902
4904,Any public assistance or welfare payments from the state or local welfare office.,4903
4905,"Retirement income, pensions, survivor or disability income",4904
4906,"Any other sources of income received regularly such as Veterans’ (VA) payments, unemployment compensation, child support or alimony",4905
4907,What was this person’s total income during the PAST 12 MONTHS?,4906
4908,"Is this a home, work, mobile or cell, or other type of number?",4907
4909,Is household available?,4908
4910,"I would like to speak to a member of this household who usually lives there, is at least 16 years old, and is knowledgeable about the characteristics of the house you live in. Would you or someone else there now qualify?",4909
4911,Did your household receive our letter?,4910
4912,What is ^your_the correct mailing address?,4911
4913,I have the best phone number to reach you listed as: ^PHONEFILL Is that still the best phone number?,4912
4914,What is the telephone number where you would like to be called?,4913
4915,Do you also have an email address that we could use to contact you? What is your email address?,4914
4916,How many adults age 18 and over in this household have a cell phone for personal use?,4915
4917,"Is there ^also a landline telephone in this Auxfill3? Do not count cellular phones, or any phone line that is used only for a computer or fax machine.",4916
4918,"If we need to contact you, what is your preferred method of contact?",4917
4919,What type of Noninterview do you have?,4918
4920,"Is ^address_unit a house, an apartment, a manufactured/mobile home, or some other type of residence?",4919
4921,"Are there any other living quarters, either occupied or vacant, at this address?",4920
4922,"If not obvious ask... ^AreYour_IsThat living quarters in a Read all categories 1. Manufactured/Mobile home? 2. One-unit building, detached from any other building? 3. One-unit building, attached to one or more buildings? 4. Building with two or more apartments?",4921
4923,we recorded that this mobile home is a 1/2/3 wide unit. Is this information still correct?,4922
4924,"Is the mobile home a single-wide, double-wide, or triple-wide unit?",4923
4925,"Are there any separate apartments, either occupied or vacant, ...",4924
4926,"Thinking about ^your_the ^HTYPEFILL, is there ... Read categories until a ""yes"" reply is received. 1. An apartment above it? 2. An apartment below it? 3. Neither",4925
4927,we recorded ^I_NUNITS apartments in the ^mobile_building. Is this number still correct?,4926
4928,How many apartments are in the ^mobile_building?,4927
4929,"Including both occupied and vacant units, what is your best guess, please?",4928
4930,Does ^that_your ^HTYPEFILL share an attic or basement with the ^HTYPEFILL next door?,4929
4931,How many ^house_apt including ^this_your share the attic or basement?,4930
4932,Does ^that_your ^HTYPEFILL share a furnace or boiler with the ^HTYPEFILL next door?,4931
4933,How many ^house_apt including ^this_your share the furnace or boiler?,4932
4934,we recorded that this building ^IS_COMPLEX part of a complex of multiple apartment buildings. Is this information still correct?,4933
4935,Some apartment buildings are part of a complex of multiple apartment buildings. Is this building part of a complex?,4934
4936,we recorded that this building_complex has a name. Is this information still correct?,4935
4937,Is there a name for ^this_that building_complex?,4936
4938,Is the name still ^BLDNAME?,4937
4939,"Does your building still require a special entry system such as entry codes, key cards, or security guard approval for access?",4938
4940,"Does access to your building require a special entry system such as entry codes, key cards, or security guard approval?",4939
4941,Does ^unit ^HNO ^HNOSUF ^STRNAME ^UNITDES have direct access either from the outside or through a common hall?,4940
4942,Just_What type of Noninterview do you have?,4941
4943,"Enter Type A Noninterview Reason 1. No one home 2. Temporarily absent 3. Refused 4. Unable to locate 5. Language problem 6. Other, occupied",4942
4944,Are you sure this case is a Type A noninterview?,4943
4945,"Enter Type B Noninterview Reason 17 11. Under construction, not ready 12. Permanent or temporary business or commercial storage 13. Unoccupied site for manufactured/mobile home or tent 14. Other unit, including group quarters, nonstaff, or institutional units 15. Occupancy prohibited 16. Interior exposed to the elements 17. Type B, not classified above, specify 19. Demolished or disaster loss",4944
4946,Enter the code that best describes the situation 1. New construction of entire structure 2. Renovation or addition to an existing structure,4945
4947,Are all exterior windows and doors and the usable floors in place?,4946
4948,PERMANENT OR TEMPORARY BUSINESS OR COMMERCIAL STORAGE Enter what best describes the current use of the unit. 1. Commercial; specify type of business 2. School 3. Storage,4947
4949,What kind of articles are being stored? 1. Personal household furniture only 2. Commercial storage 18 3. Farm equipment or crops 4. Other; specify,4948
4950,Is this site (or location description) in a place that has common properties or facilities AND a single management or association?,4949
4951,"Is the site in a recreational, educational, or religious type park?",4950
4952,Is this site usually occupied by persons who made arrangements to stay for 30 days or more?,4951
4953,"Enter the code that best describes the other unit group quarters found. 1. 101-107 - Correctional Institutions 2. 201,204-205,208,702,209 - Juvenile Institutions (including homes, schools, detention centers) 3. 301-307 - Nursing Homes with an RN on duty 8 out of every 24 hours 4. 400-410 - Hospital and Wards, Hospices and Schools for the challenged 19 5. 501 - College, University and Seminary Housing Quarters 6. 601-603 - Military Quarters 7. 701 - Hotels/Motels 8. 701-706 - Emergency Shelters/Service Locations 9. 801-810 - Group homes intended for adults (not correctional or medical) 10. 501,601,901-905 - Dormitories 11. 906 - Religious Group Quarters 12. 908 - Other non-household living situations 13. 909 - Natural Disaster 14. 911 - Residential Care Facilities providing 'protective oversight' 15. 997 - Not a special place",4952
4954,Enter the code that best describes the type of occupants. 1. Noninstitutional 2. Institutional - Staff 3. Institutional - Inmates or patients,4953
4955,Is the unit for nonresidential use?,4954
4956,Enter what best describes the reason occupancy is prohibited. 1. Scheduled to be demolished 2. Severely damaged by fire 20 3. Condemned or occupancy prohibited by law; Has demolition of the unit begun? Is interior exposed to the elements?,4955
4957,"Is there a sign or notice indicating that the unit is condemned, or to be demolished or occupancy is prohibited by law?",4956
4958,Was a public agency contacted to confirm the status?,4957
4959,Does this unit fit the definition of any of the previous noninterview categories?,4958
4960,Enter what best describes the condition of the unit's doors and/or windows. 1. All in good condition 2. Some missing or broken 3. Most missing or broken 4. Unobservable; Explain; Explain why condition of the unit's doors and/or windows could not be observed.,4959
4961,"Enter what best describes the condition of the unit's roof (exclude porch roofs). 1. In good condition 2. Leaky, has missing shingles or small holes 3. Entirely or partially missing 4. Unobservable; Explain; Explain why condition of unit's roof could not be observed.",4960
4962,Enter what best describes the condition of the unit's exterior walls. 1. In good condition 2. Cracked or broken (exclude minor damage which does not expose the interior) 3. Entirely or partially missing 4. Unobservable; Explain; Explain why condition of unit's exterior walls could not be observed.,4961
4963,Is this sample unit a Type B-Other?,4962
4964,Specify the Type B found,4963
4965,Did you call your supervisor?,4964
4966,Give the title of your supervisor who authorized this classification,4965
4967,DEMOLISHED OR DISASTER LOSS Enter the appropriate category 1. Demolished 2. Disaster loss; How much of the unit has been demolished?,4966
4968,"Enter what best describes the condition of the unit. 1. Exterior walls, roof, doors, and windows are in good condition 2. Unit has missing or broken exterior walls, roof, doors, or windows 3. Unit is completely destroyed",4967
4969,Is the interior_x0002_1. Exposed to the elements 2. Not exposed to the elements,4968
4970,Does the building contain any housing units?,4969
4971,"Consider all units whether or not they are in sample. If there are any units that would qualify as Type B or Type C noninterviews, do not count them as housing units. is the unit boarded up?",4970
4972,Enter Type C Noninterview Reason,4971
4973,Specify Type C reason,4972
4974,Was noninterview status determined by observation only or did someone provide you with information about the housing unit?,4973
4975,Enter an explanation of why you classified the unit as a Type B or C Noninterview.,4974
4976,What type of respondent is this?,4975
4977,Are all of these persons still living or staying at ^this_that address?,4976
4978,Who now lives here?,4977
4979,Who no longer lives here?,4978
4980,What are the names of all persons living or staying here? ^Start_person Who else is living or staying here?,4979
4981,^Do_Does ^you_NAME usually live here?,4980
4982,^Do_Does ^you_NAME have some other place where ^you_he_she usually live,4981
4983,What is (name's/your) sex?,4982
4984,Why ^were_was ^you_NAME added?,4983
4985,"(Have I missed) any lodgers, boarders, or persons you employ who live here?",4984
4986,"(Have I missed) anyone who usually lives here but is away now, traveling for work or business, on vacation, or at school or in a hospital?",4985
4987,Anyone else staying here? I have listed,4986
4988,Who does not usually live here?,4987
4989,^Do_Does ^you_NAME have some other place where ^you_he_she usually lives?,4988
4990,In whose name is this home ^TENUREFILL?,4989
4991,What is ^your_NAME relationship to Reference Person First and Last Name?,4990
4992,Does anybody related to ^you_NAME live here?,4991
4993,Next I need to verify info about I have recorded that ^you_NAME ^are_is1 ^CAGE_baby ^this_month. Is that correct?,4992
4994,What is ^your_NAME date of birth? Enter day; Enter 4 digit year,4993
4995,What is your best estimate of ^your_NAME age,4994
4996,Was your sex recorded as male or female at birth?,4995
4997,"To the best of your knowledge, was ^your_NAME sex recorded as male or female at birth?",4996
4998,"Do you describe yourself as male, female, or transgender, or do you use another term?",4997
4999,"To the best of your knowledge, does ^you_NAME describe themselves as male, female, or transgender, or do they use another term?",4998
5000,Which of the following best represents how you think about yourself?,4999
5001,"To the best of your knowledge, which of the following best represents how ^you_NAME thinks of themselves?",5000
5002,^you_NAME ^have_has_are_is ^IMARFILL. Is that still correct?,5001
5003,"^Are_is1 ^you_NAME now married, widowed, divorced, separated or never married?",5002
5004,Who is ^your_NAME spouse?,5003
5005,"^are_is1 ^you_NAME of Hispanic, Latino, or Spanish origin?",5004
5006,"^are_is1 (name/you) Mexican, Mexican American, or Chicano; Puerto Rican; Cuban, Cuban American, or of another Hispanic, Latino, or Spanish origin; for example, Argentinean, Colombian, Dominican, Nicaraguan, Salvadoran, Spaniard, and so on?",5005
5007,"Which group do ( you/he/she) most closely identify with? 1. Mexican 2. Mexican American 3. Chicano 4. Puerto Rican 5. Cuban 6. Cuban-American 7. Other Spanish, Hispanic, or Latino group; What is that origin?",5006
5008,"Please choose one or more races that ^you_NAME2 ^consider ^self to be. For this survey, Hispanic origin is not a race.",5007
5009,"You may choose one or more Asian groups. ^are_is1 (name/you) Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese, or another Asian group, for example, Hmong, Laotian, Thai, Pakistani, Cambodian, and so on?",5008
5010,"You may choose one or more Pacific Islander groups. ^are_is1 (name/you) Native Hawaiian; Chamorro; Samoan; or another Pacific Islander group, for example, Fijian, Tongan, and so on?",5009
5011,What is (your/their) race?,5010
5012,What is (your/their) other race group?,5011
5013,Do ^your_NAME parent(s) live in this household?,5012
5014,Who is ^your_NAME parent?,5013
5015,We have reported ^PAR_NAME as ^your_NAME parent. ^Do_Does ^you_NAME have another parent in the household?,5014
5016,Who is ^your_NAME other parent?,5015
5017,"(are / is) (name/you) currently living with a boyfriend, girlfriend, or partner? Who is that?",5016
5018,When did ^you_NAME move to this ^HTYPEFILL?,5017
5019,Enter month,5018
5020,What needs to be changed for ^NAMEFILL?,5019
5021,What is ^your_name correct name?,5020
5022,What is ^your_NAME date of birth?,5021
5023,What is your best estimate of ^your_NAME age?,5022
5024,"^Are_Is1 ^you_NAME Spanish, Hispanic, or Latino?",5023
5025,Please choose one or more races that ^you_NAME ^consider ^self to be.,5024
5026,"^Are_is1 ^you_NAME now married, widowed, divorced, separated or never married",5025
5027,The next questions are about ^your_the home.,5026
5028,Is ^your_that manufactured/mobile home included in a group of 2 or more?,5027
5029,"How many, including ^your_that manufactured/mobile home, are in the group?",5028
5030,What year was ^yourhome_building built?,5029
5031,What decade was ^yourhome_building built?,5030
5032,How many years old is ^yourhome_building?,5031
5033,Last time we recorded your ^HTYPEFILL was part of a condominium. Is this information still correct?,5032
5034,we recorded your ^HTYPEFILL was part of a cooperative. Is this information still correct?,5033
5035,Is ^that_this ^HTYPEFILL part of a condominium?,5034
5036,Is ^that_this ^HTYPEFILL part of a cooperative?,5035
5037,"Last time, we recorded that ^your_the housing unit was in a homeowners' association. Is this information still correct?",5036
5038,Is ^that_this ^HTYPEFILL ^CCHK part of a homeowner association?,5037
5039,Last time we recorded that ^that_this house was built ^basement. Is this information still correct?,5038
5040,Is ^that_this house built_x0002_,5039
5041,"And, is that basement under ALL the house, or is it under PART of the house?",5040
5042,"Last time we recorded that this manufactured/mobile home was anchored by tiedowns, bolts, or some other means. Is this still correct?",5041
5043,"Is ^that_this manufactured/mobile home anchored by tiedowns, bolts, or some other means?",5042
5044,we recorded that this manufactured/mobile home was ^foundation. Is this still correct?,5043
5045,Is ^that_this manufactured/mobile home--,5044
5046,How many stories are in ^that_this multifamily building?,5045
5047,How many floors are in ^this_that unit ^basement_attic2?,5046
5048,we recorded that it was possible to enter ^that_this ^home_apartment WITHOUT climbing up or down any steps or stairs. Is this still correct?,5047
5049,^Outside_Is it possible to enter ^that_this ^home_apartment WITHOUT climbing up or down any steps or stairs? Please consider all entrances and any ramps that could be used.,5048
5050,"The next few questions are about the number and kinds of rooms in ^your that ^HTYPEFILL. Last time we recorded ^IBEDRMS Bedroom(s), ^IBATHS Bathroom(s), ^IHALFB Half bathroom(s), ^IKITCH Kitchen(s), ^IDINING Separate dining room(s), ^ILIVING Living room(s), ^IFAMRM Family room(s)/""Great"" room(s)/TV room(s), ^IRECRM Recreation room(s), ^IDENS Den(s)/Libraries, ^ILAUNDY Laundry room(s)/Utility room(s)/Pantries, ^I_OTHFIN Other Finished room(s), ^IOTHRUN Other Unfinished room(s) Is this still correct? ",5049
5051,"Last time, we recorded ^your_that ^HTYPEFILL is a one room efficiency or studio apartment. Is that still correct?",5050
5052,^thinking_how many bedrooms are there ^in_that_your ^HTYPEFILL?,5051
5053,"A full bathroom is one that has a sink with running water, a toilet, and either a bathtub or shower. How many full bathrooms are there ^in_that_your home?",5052
5054,A half-bathroom is one that has either a toilet or a bathtub or a shower. How many half bathrooms are there ^in_that_your home ?,5053
5055,How many kitchens?,5054
5056,How many SEPARATE dining rooms?,5055
5057,How many living rooms?,5056
5058,Is this a one room efficiency or studio apartment?,5057
5059,"Besides all of these rooms, are there any OTHER rooms in ^that_this_S1 home?",5058
5060,"Besides all of these rooms, are there any OTHER rooms in ^that_this_S1 home? What are they? Enter all that apply, separate with commas Do not count the same room more than once. Do not count garages, hallways, closets, or porches as rooms 1. Family Rooms/Great Rooms/TV Rooms 2. Recreation Rooms 3. Dens/Libraries 4. Laundry/Utility/Pantries 5. Other Finished Rooms 6. Other Unfinished Rooms; How many family rooms, great rooms, or TV rooms? How many recreation rooms? How many dens or libraries? How many laundry, utility, or pantry rooms? How many other FINISHED rooms? How many other UNFINISHED rooms?",5059
5061,"I have listed ^Studio ^BEDRMS Bedroom(s), ^BATHS Bathroom(s), ^HALFB Half bathroom(s), ^KITCH Kitchen(s), ^DINING Separate dining room(s), ^LIVING Living room(s), ^FAMRM Family room(s)/""Great"" room(s)/TV room(s), ^RECRM Recreation room(s), ^DENS Den(s)/Libraries, ^LAUNDY Laundry room(s)/Utility room(s)/Pantries, ^OTHFIN Other Finished room(s), ^OTHRUN Other Unfinished room(s) Are there any other rooms ^Elsewhere?",5060
5062,I want to be sure that I have correctly recorded all of the rooms information. My notes state that there is not a: ^Bedroom ^Bathroom ^Kitchen in ^this_that home. Is that correct?,5061
5063,"Thinking about all the rooms you mentioned earlier, as well as ^hallways and entry ways in ^the_that ^HTYPEFILL about how many square feet is that?",5062
5064,"(Last time) we recorded that the ^HTYPEFILL5 had a porch, deck, balcony, or patio. Is this information still correct?",5063
5065,"Does ^the_that ^HTYPEFILL have a porch, deck, balcony, or patio?",5064
5066,(Last time) we recorded that a garage or carport was included with ^the_that ^HTYPEFILL. Is this still correct?,5065
5067,Is a garage or carport ^attached included with ^the_that ^HTYPEFILL?,5066
5068,About how large is the ^site_lot?,5067
5069,Would you say that the ^site_lot is more than 1 acre or less than 1 acre? About how many acres? Is it more than 10 acres?,5068
5070,Could you give me an estimate of the dimensions of the lot?,5069
5071,Does ^this_that ^HTYPEFILL_EQP have solar panels?,5070
5072,"(Last time) we recorded that your ^HTYPEFILL had some type of cooking stove, or a range with an oven--one that is in working order. Is this information still correct?",5071
5073,"Does ^your_the_that ^HTYPEFILL have some type of cooking stove, or a range with an oven--one that is in working order?",5072
5074,(Last time) we recorded that your ^HTYPEFILL had built-in cooking burners that are in working order. Is this information still correct?,5073
5075,Does ^your_the_that ^HTYPEFILL have any built-in cooking burners that are in working order?,5074
5076,(Last time) we recorded that your ^HTYPEFILL had a microwave oven that is in working order. Is this information still correct?,5075
5077,Does ^your_the_that ^HTYPEFILL have a microwave oven that is in working order?,5076
5078,(Last time) we recorded that your ^HTYPEFILL used ^CKFUEL most for cooking. Is this information still correct?,5077
5079,"What fuel is used MOST for cooking--electricity, gas or something else?",5078
5080,(Last time) we recorded that your ^HTYPEFILL had a refrigerator that is in working order. Is this information still correct?,5079
5081,Does ^your_the_that ^HTYPEFILL have a refrigerator that is in working order?,5080
5082,Does ^your_the_that ^HTYPEFILL have a kitchen sink?,5081
5083,Are these kitchen facilities ^Kitchenuse?,5082
5084,(Last time) we recorded that your ^HTYPEFILL had the following in working order: ^dishwasher_y ^washer_y ^apartment ^dryer_y ^apartment Is this information still correct?,5083
5085,(Does ^your_the_that ^HTYPEFILL have) a dishwasher in working order?,5084
5086,(Does ^your_the_that ^HTYPEFILL have) a washing machine in working order?,5085
5087,(Does ^your_the_that ^HTYPEFILL have) a clothes dryer in working order?,5086
5088,(Last time) we recorded that your dryer used ^DRFUEL. Is this information still correct? What type of fuel does the dryer use?,5087
5089,Is ^your_the_that ^HTYPEFILL connected to a public sewer?,5088
5090,(Last time) we recorded that your ^HTYPEFILL used ^ISEWDISTP septic tank or cesspool for sewage disposal. Is this information still correct?,5089
5091,What means of sewage disposal does ^your_the_that ^HTYPEFILL have?,5090
5092,What type of septic tank or cesspool system do you have?,5091
5093,(Last time) we recorded that your ^spetic_cess was connected to ^SEWUSERS ^HOMEHOMES. Is this information still correct?,5092
5094,How many homes are connected to the ^septic_cess?,5093
5095,(Last time) we recorded there was both hot and cold water in ^your_the_that home. Is this information still correct?,5094
5096,Is there both hot and cold water anywhere in ^your_the_that home?,5095
5097,(Last time) we recorded ^your_the_that ^HTYPEFILL had a bathroom sink with running water. Is this information still correct?,5096
5098,Does ^your_the_that ^HTYPEFILL have a bathroom sink with running water?,5097
5099,(Last time) we recorded that ^your_the_that ^HTYPEFILL had a toilet. Is this information still correct?,5098
5100,Does ^your_the_that ^HTYPEFILL have a toilet?,5099
5101,(Last time) we recorded that ^your_the_that ^HTYPEFILL had a bathtub or shower. Is this information still correct?,5100
5102,Does ^your_the_that ^HTYPEFILL have a bathtub or shower?,5101
5103,"Earlier you reported not having a bathroom in your unit, is your bathroom: 1. Outside the apartment or unit, but inside the building? 2. Outside the building?",5102
5104,(Last time) we recorded ^I_WTFUEL as the fuel used most to heat the water. Is this information still correct?,5103
5105,What type of fuel is used MOST to heat the water?,5104
5106,How do you use solar energy to heat your water?,5105
